ООО КСК ТРЕЙД Тс170039-24 14.08.2024 Ерохов 17328кг.pdf
('SU000722кг', ['13,00', '147.299'], '141,059')
('SU001485шт', ['60,00', '254.400'], '600,000')
('SU002829кг', ['37,00', '430.640'], '413,065')
('SU002815шт', ['80,00', '379.200'], '800,000')
('SU002828кг', ['11,00', '123.840'], '118,560')
('SU002814шт', ['60,00', '174.000'], '360,000')
('SU002835кг', ['6,00', '55.527'], '52,287')
('SU002830кг', ['20,00', '222.880'], '214,680')
('SU003584шт', ['90,00', '423.900'], '900,000')
('SU001523кг', ['20,00', '188.115'], '177,075')
('SU001718шт', ['167,00', '494.320'], '1_002,000')
('SU002928кг', ['6,00', '67.786'], '64,906')
('SU002734шт', ['100,00', '474.000'], '1_000,000')
('SU001721кг', ['56,00', '486.214'], '455,302')
('SU001721кг', ['12,00', '112.368'], '105,744')
('SU001720шт', ['184,00', '544.640'], '1_104,000')
('SU002367шт', ['15,00', '34.320'], '90,000')
('SU002983шт', ['32,00', '108.800'], '256,000')
('SU002985шт', ['13,00', '39.728'], '104,000')
('SU002984шт', ['32,00', '92.672'], '256,000')
('SU000125шт', ['15,00', '48.000'], '90,000')
('SU001351кг', ['5,00', '45.230'], '42,530')
('SU001354шт', ['15,00', '49.080'], '90,000')
('SU002756кг', ['12,00', '54.682'], '51,850')
('SU002876кг', ['5,00', '22.573'], '21,333')
('SU002847кг', ['12,00', '55.046'], '52,280')
('SU002660шт', ['67,00', '150.616'], '402,000')
('SU002877шт', ['67,00', '150.616'], '402,000')
('SU002848шт', ['84,00', '187.824'], '504,000')
('SU002941кг', ['24,00', '124.046'], '117,566')
('SU002943кг', ['17,00', '87.287'], '82,697')
('SU002945кг', ['34,00', '174.475'], '165,295')
('SU002947кг', ['15,00', '77.357'], '73,307')
('SU002725кг', ['22,00', '197.934'], '185,790')
('SU002842шт', ['117,00', '311.220'], '702,000')
('SU002618шт', ['184,00', '489.440'], '1_104,000')
('SU002686шт', ['67,00', '179.024'], '402,000')
('SU002844шт', ['100,00', '266.000'], '600,000')
('SU002759шт', ['24,00', '63.840'], '144,000')
('SU002758шт', ['27,00', '71.820'], '162,000')
('SU003265кг', ['8,00', '88.320'], '84,520')
('SU003273кг', ['7,00', '84.186'], '80,826')
('SU003271кг', ['7,00', '84.095'], '81,015')
('SU003274шт', ['9,00', '38.160'], '90,000')
('SU003272шт', ['10,00', '42.500'], '100,000')
('SU002801шт', ['100,00', '264.800'], '600,000')
('SU002799шт', ['150,00', '398.100'], '900,000')
('SU002617шт', ['67,00', '150.616'], '402,000')
('SU001051кг', ['5,00', '42.272'], '39,512')
('SU000227кг', ['39,00', '330.392'], '308,864')
('SU001430кг', ['4,00', '32.932'], '30,724')
('SU001921кг', ['11,00', '35.114'], '32,562')
('SU001869шт', ['120,00', '337.200'], '1_800,000')
('SU002368шт', ['25,00', '55.000'], '500,000')
('SU002252шт', ['17,00', '34.816'], '102,000')
('SU003167шт', ['250,00', '588.500'], '1_500,000')
('SU003168шт', ['167,00', '394.120'], '1_002,000')
('SU003422кг', ['65,00', '1.038.760'], '1_007,885')
('SU003423кг', ['59,00', '943.040'], '915,015')
('SU003420кг', ['97,00', '1.556.770'], '1_510,695')
('SU003421шт', ['5,00', '26.050'], '50,000')
('SU000126кг', ['101,00', '1.555.447'], '1_510,327')
('SU002027шт', ['2,00', '8.480'], '20,000')
('SU000246кг', ['13,00', '114.162'], '106,986')
('SU003425кг', ['5,00', '62.265'], '60,265')
('SU002074кг', ['5,00', '41.590'], '38,890')
('SU002614кг', ['8,00', '36.610'], '34,770')
('SU002613кг', ['12,00', '54.745'], '51,913')
('SU002538шт', ['34,00', '76.432'], '204,000')
('SU002606шт', ['25,00', '56.200'], '150,000')
('SU003035шт', ['67,00', '129.980'], '402,000')
('SU003278шт', ['5,00', '6.700'], '100,000')
('SU002612кг', ['17,00', '77.015'], '73,003')
('SU002604шт', ['9,00', '20.232'], '54,000')
('SU003279шт', ['5,00', '7.300'], '60,000')
('SU003345шт', ['4,00', '5.440'], '24,000')
('SU003342шт', ['17,00', '23.120'], '102,000')
('SU003132шт', ['4,00', '7.520'], '24,000')
('SU002011кг', ['18,00', '102.589'], '96,109')
('SU002010кг', ['29,00', '163.270'], '153,120')
('SU002634кг', ['11,00', '60.190'], '56,340')
('SU002632шт', ['25,00', '96.000'], '150,000')
('SU002631шт', ['42,00', '161.280'], '252,000')
('SU002035кг', ['29,00', '163.300'], '153,150')
('SU002150кг', ['17,00', '95.380'], '89,430')
('SU002158кг', ['12,00', '67.572'], '63,252')
('SU002151кг', ['32,00', '180.190'], '167,518')
('SU002916шт', ['7,00', '26.880'], '42,000')
('SU002919шт', ['4,00', '15.240'], '24,000')
('SU002918шт', ['15,00', '57.150'], '90,000')
('SU002808кг', ['2,00', '25.120'], '24,300')
('SU002856шт', ['4,00', '7.240'], '24,000')
('SU002655кг', ['77,00', '668.429'], '625,925')
('SU002970кг', ['2,00', '16.927'], '15,847')
('SU002971кг', ['2,00', '17.328'], '16,224')

