ООО КСК ТРЕЙД Тс130825-24 25.06.2024 Хвастунов 17171кг.pdf
('SU002828кг', ['11,00', '123.892'], '118,612')
('SU002814шт', ['74,00', '214.600'], '444,000')
('SU002814шт', ['26,00', '75.400'], '156,000')
('SU002829кг', ['10,00', '116.785'], '112,035')
('SU002815шт', ['25,00', '118.500'], '250,000')
('SU002815шт', ['55,00', '259.050'], '550,000')
('SU000722кг', ['6,00', '34.236'], '32,076')
('SU000722кг', ['6,00', '71.824'], '68,944')
('SU002830кг', ['24,00', '270.650'], '259,610')
('SU002928кг', ['2,00', '22.136'], '21,176')
('SU002928кг', ['4,00', '48.227'], '46,307')
('SU000125шт', ['9,00', '28.800'], '54,000')
('SU001485шт', ['45,00', '190.800'], '450,000')
('SU002816шт', ['50,00', '237.000'], '500,000')
('SU002983шт', ['13,00', '44.200'], '104,000')
('SU002734шт', ['180,00', '853.200'], '1_800,000')
('SU002985шт', ['7,00', '21.392'], '56,000')
('SU001523кг', ['19,00', '163.326'], '152,838')
('SU001351кг', ['7,00', '58.516'], '54,736')
('SU002984шт', ['38,00', '110.048'], '304,000')
('SU001718шт', ['134,00', '396.640'], '804,000')
('SU001354шт', ['27,00', '88.344'], '162,000')
('SU002367шт', ['10,00', '22.880'], '60,000')
('SU001721кг', ['2,00', '17.580'], '16,476')
('SU001721кг', ['67,00', '628.576'], '591,592')
('SU001720шт', ['250,00', '740.000'], '1_500,000')
('SU003336шт', ['9,00', '18.648'], '54,000')
('SU002756кг', ['8,00', '36.368'], '34,480')
('SU002847кг', ['12,00', '54.577'], '51,745')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['100,00', '224.800'], '600,000')
('SU002848шт', ['134,00', '299.624'], '804,000')
('SU002941кг', ['15,00', '77.634'], '73,584')
('SU002943кг', ['7,00', '35.909'], '34,019')
('SU002945кг', ['53,00', '270.056'], '255,746')
('SU002947кг', ['14,00', '71.044'], '67,264')
('SU002801шт', ['134,00', '354.832'], '804,000')
('SU002799шт', ['167,00', '443.218'], '1_002,000')
('SU002842шт', ['150,00', '399.000'], '900,000')
('SU002618шт', ['134,00', '356.440'], '804,000')
('SU002686шт', ['117,00', '312.624'], '702,000')
('SU002844шт', ['134,00', '356.440'], '804,000')
('SU002759шт', ['17,00', '45.220'], '102,000')
('SU002758шт', ['20,00', '53.200'], '120,000')
('SU003266шт', ['3,00', '12.720'], '30,000')
('SU002617шт', ['67,00', '150.616'], '402,000')
('SU003271кг', ['10,00', '119.085'], '114,585')
('SU003274шт', ['3,00', '12.720'], '30,000')
('SU003272шт', ['15,00', '63.270'], '150,000')
('SU002699шт', ['25,00', '45.250'], '150,000')
('SU002619шт', ['15,00', '33.600'], '90,000')
('SU002723шт', ['27,00', '60.318'], '162,000')
('SU001051кг', ['13,00', '110.054'], '102,878')
('SU000227кг', ['51,00', '433.892'], '405,740')
('SU001921кг', ['11,00', '34.592'], '32,040')
('SU002252шт', ['22,00', '45.056'], '132,000')
('SU003167шт', ['367,00', '861.716'], '2_202,000')
('SU003168шт', ['250,00', '590.000'], '1_500,000')
('SU002173шт', ['20,00', '50.800'], '120,000')
('SU003420кг', ['97,00', '1.559.755'], '1_513,680')
('SU003422кг', ['104,00', '1.662.170'], '1_612,770')
('SU003419шт', ['9,00', '46.890'], '90,000')
('SU000126кг', ['48,00', '740.725'], '719,125')
('SU000126кг', ['40,00', '614.580'], '595,380')
('SU002027шт', ['3,00', '12.720'], '30,000')
('SU000246кг', ['4,00', '32.877'], '30,717')
('SU002287кг', ['14,00', '118.849'], '111,121')
('SU002187кг', ['5,00', '56.587'], '54,187')
('SU002074кг', ['7,00', '60.319'], '56,455')
('SU002614кг', ['12,00', '54.621'], '51,681')
('SU002613кг', ['15,00', '68.324'], '64,424')
('SU003035шт', ['117,00', '226.980'], '702,000')
('SU002538шт', ['50,00', '112.400'], '300,000')
('SU002602шт', ['9,00', '20.178'], '54,000')
('SU002606шт', ['17,00', '38.216'], '102,000')
('SU003277шт', ['5,00', '6.700'], '100,000')
('SU003278шт', ['5,00', '6.700'], '100,000')
('SU003281шт', ['5,00', '7.300'], '60,000')
('SU002612кг', ['15,00', '67.081'], '63,541')
('SU003280шт', ['5,00', '6.700'], '100,000')
('SU003279шт', ['5,00', '7.300'], '60,000')
('SU003345шт', ['17,00', '23.120'], '102,000')
('SU003344шт', ['17,00', '23.120'], '102,000')
('SU003342шт', ['17,00', '23.120'], '102,000')
('SU002011кг', ['14,00', '78.840'], '73,800')
('SU002094кг', ['38,00', '214.660'], '201,350')
('SU002010кг', ['39,00', '218.840'], '205,190')
('SU002631шт', ['10,00', '38.400'], '60,000')
('SU002035кг', ['29,00', '163.300'], '152,860')
('SU002150кг', ['10,00', '56.450'], '52,950')
('SU002158кг', ['10,00', '56.451'], '52,851')
('SU002151кг', ['30,00', '169.080'], '157,704')
('SU002916шт', ['9,00', '34.560'], '54,000')
('SU002919шт', ['9,00', '34.290'], '54,000')
('SU002918шт', ['9,00', '34.290'], '54,000')
('SU002655кг', ['62,00', '541.342'], '507,118')

