ООО КСК ТРЕЙД Тс123524-24 14.06.2024 Моисеев 17229кг.pdf
('SU002828кг', ['13,00', '144.480'], '139,020')
('SU002814шт', ['67,00', '194.300'], '402,000')
('SU002829кг', ['32,00', '372.095'], '356,895')
('SU002815шт', ['247,00', '1.163.370'], '2_470,000')
('SU002815шт', ['73,00', '343.830'], '730,000')
('SU000722кг', ['8,00', '91.543'], '87,703')
('SU000722кг', ['10,00', '120.290'], '116,090')
('SU002830кг', ['19,00', '215.579'], '206,459')
('SU002928кг', ['5,00', '55.861'], '53,461')
('SU002928кг', ['1,00', '11.944'], '11,464')
('SU000125шт', ['17,00', '54.400'], '102,000')
('SU001485шт', ['280,00', '1.187.200'], '2_800,000')
('SU002816шт', ['290,00', '1.374.600'], '2_900,000')
('SU002983шт', ['15,00', '51.000'], '120,000')
('SU002734шт', ['152,00', '720.480'], '1_520,000')
('SU002985шт', ['7,00', '21.392'], '56,000')
('SU001523кг', ['15,00', '140.068'], '131,788')
('SU001351кг', ['24,00', '215.527'], '202,567')
('SU002984шт', ['24,00', '69.504'], '192,000')
('SU001718шт', ['72,00', '213.120'], '432,000')
('SU001718шт', ['312,00', '923.520'], '1_872,000')
('SU002835кг', ['3,00', '23.997'], '22,377')
('SU002835кг', ['6,00', '50.901'], '47,661')
('SU002367шт', ['12,00', '27.456'], '72,000')
('SU001721кг', ['37,00', '324.314'], '303,890')
('SU001720шт', ['404,00', '1.195.840'], '2_424,000')
('SU002876кг', ['5,00', '22.887'], '21,707')
('SU002847кг', ['24,00', '109.342'], '103,678')
('SU002660шт', ['30,00', '67.440'], '180,000')
('SU002877шт', ['34,00', '76.432'], '204,000')
('SU002848шт', ['34,00', '76.024'], '204,000')
('SU002941кг', ['19,00', '98.030'], '92,900')
('SU002943кг', ['12,00', '61.389'], '58,149')
('SU002945кг', ['28,00', '143.616'], '136,056')
('SU002725кг', ['13,00', '119.190'], '112,014')
('SU002801шт', ['34,00', '90.440'], '204,000')
('SU002799шт', ['50,00', '132.700'], '300,000')
('SU002842шт', ['330,00', '877.800'], '1_980,000')
('SU002618шт', ['270,00', '718.200'], '1_620,000')
('SU002686шт', ['42,00', '112.224'], '252,000')
('SU002844шт', ['50,00', '133.000'], '300,000')
('SU002759шт', ['17,00', '45.220'], '102,000')
('SU002758шт', ['25,00', '66.500'], '150,000')
('SU003265кг', ['5,00', '60.385'], '58,085')
('SU003271кг', ['12,00', '143.870'], '138,110')
('SU003272шт', ['15,00', '63.600'], '150,000')
('SU002699шт', ['17,00', '30.770'], '102,000')
('SU002619шт', ['25,00', '56.000'], '150,000')
('SU002723шт', ['12,00', '26.808'], '72,000')
('SU000227кг', ['44,00', '376.516'], '352,228')
('SU001430кг', ['7,00', '57.972'], '54,108')
('SU002252шт', ['10,00', '20.480'], '60,000')
('SU003167шт', ['306,00', '720.324'], '1_836,000')
('SU003168шт', ['171,00', '403.560'], '1_026,000')
('SU002173шт', ['12,00', '30.480'], '72,000')
('SU002092шт', ['10,00', '28.100'], '150,000')
('SU003418кг', ['65,00', '1.045.860'], '1_014,985')
('SU003422кг', ['20,00', '321.385'], '311,885')
('SU003423кг', ['20,00', '319.010'], '309,510')
('SU001989шт', ['5,00', '26.050'], '50,000')
('SU002027шт', ['3,00', '12.720'], '30,000')
('SU000246кг', ['7,00', '61.381'], '58,021')
('SU002287кг', ['7,00', '60.548'], '56,684')
('SU002073кг', ['5,00', '62.605'], '60,205')
('SU002074кг', ['7,00', '58.459'], '54,595')
('SU002476шт', ['9,00', '26.100'], '54,000')
('SU002614кг', ['12,00', '54.751'], '51,919')
('SU002613кг', ['20,00', '90.051'], '85,331')
('SU003035шт', ['50,00', '97.000'], '300,000')
('SU002602шт', ['7,00', '15.694'], '42,000')
('SU003277шт', ['5,00', '6.700'], '100,000')
('SU003281шт', ['5,00', '7.300'], '60,000')
('SU002612кг', ['12,00', '53.715'], '50,451')
('SU002604шт', ['100,00', '223.000'], '600,000')
('SU003280шт', ['5,00', '6.700'], '100,000')
('SU003279шт', ['5,00', '7.300'], '60,000')
('SU003314шт', ['5,00', '15.900'], '100,000')
('SU003345шт', ['9,00', '12.240'], '54,000')
('SU003344шт', ['9,00', '12.240'], '54,000')
('SU003342шт', ['9,00', '12.240'], '54,000')
('SU002011кг', ['20,00', '112.285'], '105,085')
('SU002094кг', ['19,00', '106.930'], '100,280')
('SU002010кг', ['25,00', '140.590'], '131,840')
('SU002632шт', ['17,00', '65.280'], '102,000')
('SU002631шт', ['25,00', '96.000'], '150,000')
('SU002035кг', ['19,00', '107.445'], '100,605')
('SU002150кг', ['12,00', '67.759'], '63,439')
('SU002158кг', ['15,00', '84.863'], '78,923')
('SU002151кг', ['29,00', '162.730'], '152,290')
('SU002916шт', ['14,00', '53.760'], '84,000')
('SU002919шт', ['4,00', '15.240'], '24,000')
('SU002655кг', ['63,00', '546.252'], '511,476')

