ООО КСК ТРЕЙД Тс281236-24 17.12.2024 Рошка 17218кг.pdf
('SU000722кг', ['5,00', '60.028'], '57,628')
('SU001485шт', ['40,00', '168.400'], '400,000')
('SU002829кг', ['24,00', '272.080'], '260,560')
('SU002815шт', ['60,00', '282.600'], '600,000')
('SU002828кг', ['5,00', '56.148'], '53,748')
('SU002814шт', ['34,00', '97.920'], '204,000')
('SU003027шт', ['2,00', '3.884'], '12,000')
('SU003031шт', ['2,00', '3.884'], '12,000')
('SU002835кг', ['5,00', '43.216'], '39,976')
('SU002830кг', ['10,00', '112.090'], '107,290')
('SU002816шт', ['17,00', '80.070'], '170,000')
('SU002816шт', ['53,00', '249.630'], '530,000')
('SU001523кг', ['15,00', '137.230'], '128,950')
('SU001718шт', ['134,00', '393.960'], '804,000')
('SU002928кг', ['5,00', '56.530'], '54,130')
('SU002734шт', ['100,00', '471.000'], '1_000,000')
('SU001721кг', ['23,00', '202.162'], '189,466')
('SU001721кг', ['18,00', '171.708'], '161,772')
('SU001720шт', ['100,00', '294.000'], '600,000')
('SU003336шт', ['12,00', '24.624'], '72,000')
('SU002367шт', ['7,00', '15.540'], '42,000')
('SU002983шт', ['15,00', '51.000'], '120,000')
('SU002985шт', ['12,00', '36.672'], '96,000')
('SU002984шт', ['17,00', '49.232'], '136,000')
('SU002756кг', ['13,00', '59.079'], '55,855')
('SU002876кг', ['5,00', '22.785'], '21,785')
('SU002847кг', ['12,00', '54.689'], '51,713')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['42,00', '94.416'], '252,000')
('SU002848шт', ['75,00', '167.700'], '450,000')
('SU002941кг', ['19,00', '96.479'], '92,249')
('SU002943кг', ['14,00', '71.549'], '68,609')
('SU002945кг', ['34,00', '174.663'], '165,483')
('SU002947кг', ['17,00', '87.065'], '82,475')
('SU002944шт', ['25,00', '48.550'], '150,000')
('SU002942шт', ['17,00', '33.014'], '102,000')
('SU002946шт', ['25,00', '48.550'], '150,000')
('SU002948шт', ['14,00', '27.188'], '84,000')
('SU002725кг', ['14,00', '131.934'], '124,206')
('SU002842шт', ['100,00', '264.000'], '600,000')
('SU002618шт', ['134,00', '353.760'], '804,000')
('SU002686шт', ['37,00', '95.460'], '222,000')
('SU002844шт', ['75,00', '198.000'], '450,000')
('SU002759шт', ['15,00', '38.700'], '90,000')
('SU002758шт', ['17,00', '44.880'], '102,000')
('SU003275кг', ['1,00', '12.171'], '11,691')
('SU003274шт', ['7,00', '29.470'], '70,000')
('SU003272шт', ['17,00', '71.570'], '170,000')
('SU002801шт', ['50,00', '132.000'], '300,000')
('SU002799шт', ['100,00', '263.400'], '600,000')
('SU002617шт', ['100,00', '224.800'], '600,000')
('SU001051кг', ['4,00', '34.569'], '32,361')
('SU000227кг', ['32,00', '276.270'], '258,606')
('SU001430кг', ['2,00', '17.216'], '16,112')
('SU001921кг', ['18,00', '58.048'], '53,872')
('SU002092шт', ['34,00', '95.540'], '510,000')
('SU001869шт', ['200,00', '562.000'], '3_000,000')
('SU002252шт', ['14,00', '28.392'], '84,000')
('SU003167шт', ['250,00', '583.500'], '1_500,000')
('SU003168шт', ['100,00', '232.800'], '600,000')
('SU003422кг', ['53,00', '815.653'], '790,213')
('SU003422кг', ['47,00', '745.257'], '722,697')
('SU003423кг', ['67,00', '1.036.924'], '1_004,764')
('SU003420кг', ['227,00', '3.511.598'], '3_402,638')
('SU003421шт', ['5,00', '26.050'], '50,000')
('SU000126кг', ['120,00', '1.858.471'], '1_800,871')
('SU002027шт', ['1,00', '4.210'], '10,000')
('SU002287кг', ['4,00', '36.839'], '34,631')
('SU003425кг', ['5,00', '63.109'], '60,709')
('SU002074кг', ['2,00', '19.568'], '18,272')
('SU002614кг', ['3,00', '13.407'], '12,807')
('SU002613кг', ['5,00', '22.611'], '21,371')
('SU002538шт', ['9,00', '20.232'], '54,000')
('SU002602шт', ['17,00', '38.216'], '102,000')
('SU002606шт', ['25,00', '56.200'], '150,000')
('SU003277шт', ['2,00', '2.680'], '40,000')
('SU002612кг', ['4,00', '22.541'], '21,461')
('SU002604шт', ['4,00', '8.968'], '24,000')
('SU003314шт', ['1,00', '3.180'], '20,000')
('SU003345шт', ['4,00', '5.440'], '24,000')
('SU003344шт', ['4,00', '5.440'], '24,000')
('SU003505шт', ['25,00', '46.000'], '150,000')
('SU002011кг', ['10,00', '56.395'], '52,795')
('SU002010кг', ['23,00', '130.261'], '121,981')
('SU002634кг', ['19,00', '102.649'], '95,809')
('SU002632шт', ['17,00', '64.770'], '102,000')
('SU002631шт', ['22,00', '110.880'], '176,000')
('SU002150кг', ['10,00', '56.615'], '53,015')
('SU002158кг', ['10,00', '56.168'], '52,568')
('SU002151кг', ['19,00', '107.602'], '100,762')
('SU002916шт', ['10,00', '50.400'], '80,000')
('SU002918шт', ['18,00', '90.180'], '144,000')
('SU003687кг', ['2,00', '15.518'], '14,222')
('SU002808кг', ['2,00', '24.939'], '23,979')
('SU002655кг', ['86,00', '754.489'], '707,017')

