ООО КСК ТРЕЙД Тс082328-25 22.04.2025 Матлаш 17416кг.pdf
('SU000722кг', ['14,00', '155.654'], '149,564')
('SU001485шт', ['120,00', '505.200'], '1_200,000')
('SU002829кг', ['34,00', '381.579'], '366,789')
('SU002815шт', ['8,00', '37.680'], '80,000')
('SU002815шт', ['132,00', '621.720'], '1_320,000')
('SU002828кг', ['10,00', '112.699'], '108,349')
('SU002814шт', ['100,00', '288.000'], '600,000')
('SU002835кг', ['9,00', '74.628'], '69,201')
('SU002830кг', ['28,00', '317.202'], '305,022')
('SU002816шт', ['100,00', '471.000'], '1_000,000')
('SU001523кг', ['34,00', '297.118'], '279,880')
('SU001718шт', ['250,00', '735.000'], '1_500,000')
('SU002734шт', ['60,00', '282.600'], '600,000')
('SU001721кг', ['62,00', '539.852'], '508,418')
('SU001720шт', ['200,00', '590.400'], '1_200,000')
('SU003336шт', ['25,00', '51.300'], '150,000')
('SU002367шт', ['14,00', '31.584'], '84,000')
('SU002983шт', ['25,00', '85.000'], '200,000')
('SU002985шт', ['14,00', '42.784'], '112,000')
('SU002984шт', ['12,00', '34.752'], '96,000')
('SU003512шт', ['2,00', '4.256'], '12,000')
('SU002756кг', ['20,00', '91.066'], '86,026')
('SU002876кг', ['5,00', '22.821'], '21,561')
('SU002847кг', ['20,00', '91.709'], '86,669')
('SU002660шт', ['42,00', '93.912'], '252,000')
('SU002877шт', ['59,00', '131.924'], '354,000')
('SU002848шт', ['100,00', '223.600'], '600,000')
('SU002941кг', ['32,00', '164.185'], '155,545')
('SU002943кг', ['26,00', '131.933'], '124,913')
('SU002945кг', ['62,00', '318.433'], '302,809')
('SU002947кг', ['24,00', '123.543'], '117,063')
('SU002944шт', ['50,00', '96.800'], '300,000')
('SU002942шт', ['20,00', '38.720'], '120,000')
('SU002946шт', ['42,00', '81.312'], '252,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['14,00', '130.599'], '123,501')
('SU002842шт', ['117,00', '308.880'], '702,000')
('SU002618шт', ['109,00', '288.414'], '654,000')
('SU002686шт', ['20,00', '52.800'], '120,000')
('SU002844шт', ['84,00', '221.760'], '504,000')
('SU002759шт', ['10,00', '26.400'], '60,000')
('SU002758шт', ['25,00', '66.000'], '150,000')
('SU003271кг', ['7,00', '83.949'], '80,904')
('SU002801шт', ['34,00', '89.760'], '204,000')
('SU002799шт', ['100,00', '263.400'], '600,000')
('SU002617шт', ['84,00', '187.824'], '504,000')
('SU001051кг', ['4,00', '36.286'], '34,258')
('SU000227кг', ['33,00', '278.540'], '261,809')
('SU001430кг', ['2,00', '18.192'], '17,178')
('SU002252шт', ['15,00', '30.420'], '90,000')
('SU003167шт', ['3,00', '7.002'], '18,000')
('SU003167шт', ['364,00', '847.392'], '2_184,000')
('SU003168шт', ['250,00', '585.000'], '1_500,000')
('SU003422кг', ['67,00', '1.036.646'], '1_004,486')
('SU003423кг', ['55,00', '848.940'], '822,540')
('SU000251кг', ['34,00', '528.746'], '512,426')
('SU003420кг', ['67,00', '1.042.195'], '1_010,035')
('SU000126кг', ['120,00', '1.870.362'], '1_812,762')
('SU002027шт', ['2,00', '8.420'], '20,000')
('SU000246кг', ['4,00', '37.396'], '35,368')
('SU002287кг', ['4,00', '37.138'], '35,110')
('SU003425кг', ['7,00', '87.187'], '84,142')
('SU002074кг', ['6,00', '56.261'], '53,219')
('SU002538шт', ['50,00', '112.400'], '300,000')
('SU002602шт', ['9,00', '20.124'], '54,000')
('SU002606шт', ['37,00', '82.732'], '222,000')
('SU002604шт', ['10,00', '22.420'], '60,000')
('SU003342шт', ['14,00', '20.160'], '84,000')
('SU002011кг', ['19,00', '106.817'], '99,977')
('SU002634кг', ['20,00', '109.013'], '101,813')
('SU002010кг', ['19,00', '107.650'], '100,810')
('SU002632шт', ['50,00', '250.500'], '400,000')
('SU002631шт', ['50,00', '252.000'], '400,000')
('SU002035кг', ['19,00', '106.767'], '99,927')
('SU002150кг', ['12,00', '67.850'], '63,530')
('SU002151кг', ['32,00', '179.707'], '168,187')
('SU002916шт', ['10,00', '38.100'], '60,000')
('SU002918шт', ['20,00', '100.200'], '160,000')
('SU003687кг', ['2,00', '17.634'], '16,428')
('SU002808кг', ['2,00', '24.794'], '23,924')
('SU002655кг', ['48,00', '429.507'], '405,171')

