ООО КСК ТРЕЙД Тс046734-25 01.03.2025 Попов 17229кг.pdf
('SU000722кг', ['11,00', '132.191'], '127,406')
('SU001485шт', ['60,00', '252.600'], '600,000')
('SU002829кг', ['19,00', '213.439'], '205,174')
('SU002815шт', ['100,00', '471.000'], '1_000,000')
('SU002828кг', ['5,00', '56.095'], '53,920')
('SU002814шт', ['42,00', '120.960'], '252,000')
('SU003027шт', ['2,00', '3.884'], '12,000')
('SU003029шт', ['2,00', '3.896'], '12,000')
('SU003031шт', ['2,00', '3.884'], '12,000')
('SU002830кг', ['19,00', '213.046'], '204,781')
('SU002816шт', ['80,00', '376.800'], '800,000')
('SU001523кг', ['19,00', '164.522'], '154,889')
('SU001718шт', ['100,00', '294.000'], '600,000')
('SU002928кг', ['7,00', '79.970'], '76,925')
('SU002734шт', ['120,00', '565.200'], '1_200,000')
('SU001721кг', ['64,00', '559.312'], '526,864')
('SU001721кг', ['9,00', '81.288'], '76,725')
('SU001720шт', ['184,00', '540.960'], '1_104,000')
('SU003336шт', ['25,00', '51.300'], '150,000')
('SU002983шт', ['13,00', '44.200'], '104,000')
('SU002985шт', ['15,00', '45.840'], '120,000')
('SU002984шт', ['19,00', '55.024'], '152,000')
('SU002756кг', ['17,00', '76.325'], '71,939')
('SU002876кг', ['8,00', '35.987'], '33,923')
('SU002847кг', ['5,00', '22.657'], '21,397')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['50,00', '112.400'], '300,000')
('SU002848шт', ['75,00', '167.700'], '450,000')
('SU002941кг', ['32,00', '163.406'], '154,766')
('SU002943кг', ['17,00', '87.506'], '82,916')
('SU002945кг', ['32,00', '163.399'], '154,759')
('SU002947кг', ['19,00', '97.486'], '92,356')
('SU002944шт', ['37,00', '71.854'], '222,000')
('SU002942шт', ['20,00', '38.840'], '120,000')
('SU002946шт', ['25,00', '48.550'], '150,000')
('SU002948шт', ['17,00', '33.014'], '102,000')
('SU002725кг', ['19,00', '168.893'], '159,260')
('SU002842шт', ['117,00', '308.880'], '702,000')
('SU002618шт', ['117,00', '308.880'], '702,000')
('SU002686шт', ['37,00', '97.680'], '222,000')
('SU002844шт', ['100,00', '264.000'], '600,000')
('SU002759шт', ['14,00', '36.120'], '84,000')
('SU002758шт', ['17,00', '44.124'], '102,000')
('SU003271кг', ['3,00', '35.815'], '34,510')
('SU003274шт', ['5,00', '21.050'], '50,000')
('SU002801шт', ['34,00', '89.760'], '204,000')
('SU002799шт', ['50,00', '131.700'], '300,000')
('SU002617шт', ['134,00', '301.232'], '804,000')
('SU001051кг', ['2,00', '17.274'], '16,260')
('SU000227кг', ['25,00', '215.038'], '202,363')
('SU002252шт', ['7,00', '14.196'], '42,000')
('SU003167шт', ['200,00', '466.800'], '1_200,000')
('SU003168шт', ['117,00', '268.722'], '702,000')
('SU003422кг', ['79,00', '1.242.681'], '1_204,761')
('SU003423кг', ['67,00', '1.035.245'], '1_003,085')
('SU000251кг', ['20,00', '308.925'], '299,325')
('SU003420кг', ['218,00', '3.396.667'], '3_292,027')
('SU003421шт', ['3,00', '15.630'], '30,000')
('SU000126кг', ['113,00', '1.768.420'], '1_714,180')
('SU002027шт', ['1,00', '4.210'], '10,000')
('SU000246кг', ['5,00', '44.935'], '42,112')
('SU002287кг', ['4,00', '37.700'], '35,672')
('SU003425кг', ['7,00', '87.470'], '84,425')
('SU002614кг', ['2,00', '11.363'], '10,823')
('SU002538шт', ['25,00', '56.200'], '150,000')
('SU002606шт', ['17,00', '38.216'], '102,000')
('SU002604шт', ['4,00', '8.968'], '24,000')
('SU003505шт', ['25,00', '46.000'], '150,000')
('SU002011кг', ['19,00', '107.298'], '100,458')
('SU002010кг', ['29,00', '163.221'], '152,781')
('SU002634кг', ['17,00', '92.735'], '86,615')
('SU002632шт', ['37,00', '186.480'], '296,000')
('SU002631шт', ['37,00', '186.480'], '296,000')
('SU002035кг', ['19,00', '106.911'], '100,071')
('SU002150кг', ['4,00', '22.394'], '20,954')
('SU002158кг', ['6,00', '33.872'], '31,712')
('SU002151кг', ['16,00', '90.479'], '84,719')
('SU002918шт', ['16,00', '80.160'], '128,000')
('SU003687кг', ['2,00', '16.368'], '15,354')
('SU002808кг', ['4,00', '49.583'], '47,843')
('SU002655кг', ['64,00', '543.152'], '510,704')

