ООО КСК ТРЕЙД Тс175674-24 17.08.2024 Матлаш 17274кг.pdf
('SU000722кг', ['11,00', '123.386'], '118,106')
('SU001485шт', ['50,00', '212.000'], '500,000')
('SU002829кг', ['19,00', '218.810'], '209,785')
('SU002815шт', ['88,00', '417.120'], '880,000')
('SU002815шт', ['12,00', '56.880'], '120,000')
('SU002828кг', ['10,00', '112.839'], '108,039')
('SU002814шт', ['66,00', '191.400'], '396,000')
('SU002830кг', ['10,00', '114.425'], '109,625')
('SU003584шт', ['150,00', '706.500'], '1_500,000')
('SU001523кг', ['20,00', '186.506'], '175,466')
('SU001718шт', ['167,00', '494.320'], '1_002,000')
('SU002928кг', ['6,00', '68.685'], '65,805')
('SU002734шт', ['90,00', '426.600'], '900,000')
('SU001721кг', ['46,00', '431.528'], '406,136')
('SU001720шт', ['167,00', '494.320'], '1_002,000')
('SU002367шт', ['7,00', '16.016'], '42,000')
('SU002983шт', ['32,00', '108.800'], '256,000')
('SU002985шт', ['15,00', '45.840'], '120,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU000125шт', ['20,00', '64.000'], '120,000')
('SU001354шт', ['20,00', '65.440'], '120,000')
('SU002876кг', ['8,00', '35.957'], '33,973')
('SU002660шт', ['100,00', '224.800'], '600,000')
('SU002877шт', ['84,00', '188.832'], '504,000')
('SU002848шт', ['134,00', '299.624'], '804,000')
('SU002941кг', ['26,00', '133.426'], '126,406')
('SU002943кг', ['22,00', '113.250'], '107,310')
('SU002945кг', ['84,00', '429.893'], '407,213')
('SU002947кг', ['31,00', '159.856'], '151,486')
('SU002725кг', ['18,00', '165.942'], '156,006')
('SU002842шт', ['184,00', '489.440'], '1_104,000')
('SU002618шт', ['61,00', '162.626'], '366,000')
('SU002618шт', ['156,00', '414.960'], '936,000')
('SU002686шт', ['67,00', '179.024'], '402,000')
('SU002844шт', ['167,00', '444.220'], '1_002,000')
('SU002759шт', ['25,00', '66.500'], '150,000')
('SU002758шт', ['42,00', '111.720'], '252,000')
('SU003265кг', ['20,00', '220.045'], '210,545')
('SU003266шт', ['13,00', '55.120'], '130,000')
('SU003271кг', ['9,00', '108.845'], '104,525')
('SU003274шт', ['15,00', '63.600'], '150,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU002801шт', ['184,00', '487.232'], '1_104,000')
('SU002799шт', ['200,00', '530.800'], '1_200,000')
('SU002617шт', ['67,00', '150.616'], '402,000')
('SU001051кг', ['4,00', '32.975'], '31,055')
('SU000227кг', ['26,00', '222.536'], '208,184')
('SU001430кг', ['5,00', '44.391'], '41,631')
('SU002092шт', ['7,00', '19.670'], '105,000')
('SU002841шт', ['35,00', '77.000'], '700,000')
('SU002368шт', ['35,00', '77.000'], '700,000')
('SU002252шт', ['30,00', '61.440'], '180,000')
('SU003167шт', ['300,00', '704.400'], '1_800,000')
('SU003168шт', ['167,00', '394.120'], '1_002,000')
('SU003422кг', ['33,00', '531.000'], '515,325')
('SU003423кг', ['46,00', '738.690'], '716,840')
('SU003420кг', ['85,00', '1.357.015'], '1_316,640')
('SU003421шт', ['5,00', '26.050'], '50,000')
('SU000126кг', ['88,00', '1.359.432'], '1_317,192')
('SU002027шт', ['5,00', '21.200'], '50,000')
('SU002287кг', ['7,00', '60.061'], '56,197')
('SU003425кг', ['5,00', '62.880'], '60,480')
('SU002074кг', ['3,00', '25.479'], '23,823')
('SU002614кг', ['17,00', '77.848'], '73,938')
('SU002613кг', ['15,00', '68.294'], '64,844')
('SU002538шт', ['44,00', '98.648'], '264,000')
('SU002602шт', ['25,00', '56.050'], '150,000')
('SU002606шт', ['50,00', '112.400'], '300,000')
('SU003035шт', ['67,00', '129.980'], '402,000')
('SU003278шт', ['5,00', '6.700'], '100,000')
('SU002612кг', ['12,00', '54.099'], '51,195')
('SU002604шт', ['9,00', '20.232'], '54,000')
('SU003344шт', ['9,00', '12.240'], '54,000')
('SU002011кг', ['46,00', '260.900'], '244,340')
('SU002010кг', ['46,00', '259.760'], '243,660')
('SU002632шт', ['50,00', '192.000'], '300,000')
('SU002631шт', ['59,00', '226.560'], '354,000')
('SU002035кг', ['19,00', '107.150'], '100,500')
('SU002150кг', ['18,00', '101.450'], '95,150')
('SU002158кг', ['10,00', '56.424'], '52,824')
('SU002151кг', ['23,00', '129.804'], '121,524')
('SU002916шт', ['17,00', '65.280'], '102,000')
('SU002919шт', ['12,00', '45.720'], '72,000')
('SU002918шт', ['7,00', '26.670'], '42,000')
('SU002808кг', ['6,00', '74.917'], '72,037')
('SU003296шт', ['2,00', '8.480'], '20,000')
('SU002974шт', ['2,00', '8.480'], '20,000')
('SU003295шт', ['1,00', '4.240'], '10,000')
('SU003298шт', ['1,00', '4.240'], '10,000')
('SU002809кг', ['3,00', '14.329'], '13,585')
('SU002655кг', ['50,00', '436.657'], '409,057')
('SU002970кг', ['2,00', '16.747'], '15,643')
('SU002971кг', ['2,00', '16.835'], '15,731')

