ООО КСК ТРЕЙД Тс141585-24 07.07.2024 Кива 17596кг.pdf
('SU002828кг', ['10,00', '112.554'], '107,754')
('SU002814шт', ['50,00', '145.000'], '300,000')
('SU002829кг', ['19,00', '222.085'], '213,060')
('SU002815шт', ['12,00', '56.880'], '120,000')
('SU002815шт', ['18,00', '84.780'], '180,000')
('SU002815шт', ['120,00', '565.200'], '1_200,000')
('SU000722кг', ['20,00', '239.945'], '230,345')
('SU002830кг', ['36,00', '409.091'], '391,811')
('SU002830кг', ['2,00', '22.904'], '21,944')
('SU002928кг', ['6,00', '67.433'], '64,553')
('SU000125шт', ['9,00', '28.800'], '54,000')
('SU001485шт', ['77,00', '326.480'], '770,000')
('SU002816шт', ['80,00', '376.800'], '800,000')
('SU002734шт', ['60,00', '284.400'], '600,000')
('SU002985шт', ['14,00', '42.784'], '112,000')
('SU001523кг', ['21,00', '195.137'], '183,545')
('SU002984шт', ['20,00', '57.920'], '160,000')
('SU001718шт', ['134,00', '396.640'], '804,000')
('SU001354шт', ['5,00', '16.360'], '30,000')
('SU002835кг', ['16,00', '132.841'], '124,201')
('SU002367шт', ['14,00', '32.032'], '84,000')
('SU001721кг', ['81,00', '700.732'], '656,020')
('SU001720шт', ['117,00', '346.320'], '702,000')
('SU003336шт', ['5,00', '10.360'], '30,000')
('SU002756кг', ['20,00', '90.231'], '85,271')
('SU002876кг', ['5,00', '22.871'], '21,691')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['59,00', '132.632'], '354,000')
('SU002848шт', ['84,00', '187.824'], '504,000')
('SU002941кг', ['24,00', '124.037'], '117,557')
('SU002943кг', ['12,00', '61.509'], '58,269')
('SU002945кг', ['32,00', '163.460'], '154,820')
('SU002947кг', ['29,00', '149.402'], '141,572')
('SU002725кг', ['21,00', '194.119'], '182,527')
('SU002801шт', ['84,00', '222.432'], '504,000')
('SU002799шт', ['134,00', '355.636'], '804,000')
('SU002842шт', ['134,00', '356.440'], '804,000')
('SU002618шт', ['150,00', '399.000'], '900,000')
('SU002686шт', ['50,00', '133.600'], '300,000')
('SU002844шт', ['134,00', '356.440'], '804,000')
('SU002759шт', ['22,00', '58.520'], '132,000')
('SU002758шт', ['24,00', '63.840'], '144,000')
('SU003266шт', ['3,00', '12.720'], '30,000')
('SU002617шт', ['50,00', '112.400'], '300,000')
('SU003273кг', ['6,00', '72.325'], '69,625')
('SU003271кг', ['12,00', '143.155'], '137,755')
('SU003274шт', ['6,00', '25.440'], '60,000')
('SU003272шт', ['11,00', '46.310'], '110,000')
('SU002699шт', ['17,00', '30.770'], '102,000')
('SU001051кг', ['6,00', '51.843'], '48,963')
('SU000227кг', ['39,00', '328.756'], '307,228')
('SU001430кг', ['2,00', '17.049'], '15,945')
('SU002252шт', ['19,00', '38.912'], '114,000')
('SU003167шт', ['16,00', '37.664'], '96,000')
('SU003167шт', ['134,00', '314.632'], '804,000')
('SU003168шт', ['150,00', '354.000'], '900,000')
('SU003420кг', ['218,00', '3.523.310'], '3_419,760')
('SU003422кг', ['53,00', '844.055'], '818,880')
('SU003423кг', ['72,00', '1.147.715'], '1_113,515')
('SU000126кг', ['80,00', '1.238.029'], '1_199,629')
('SU000246кг', ['3,00', '24.377'], '22,757')
('SU002287кг', ['6,00', '50.219'], '46,907')
('SU002074кг', ['13,00', '111.516'], '104,340')
('SU002476шт', ['14,00', '40.600'], '84,000')
('SU002614кг', ['5,00', '22.500'], '21,500')
('SU002613кг', ['12,00', '54.243'], '51,411')
('SU003035шт', ['67,00', '129.980'], '402,000')
('SU002538шт', ['67,00', '150.616'], '402,000')
('SU002602шт', ['20,00', '44.840'], '120,000')
('SU002606шт', ['34,00', '76.228'], '204,000')
('SU003277шт', ['8,00', '10.720'], '160,000')
('SU003278шт', ['5,00', '6.700'], '100,000')
('SU002612кг', ['8,00', '36.053'], '34,069')
('SU003342шт', ['17,00', '23.120'], '102,000')
('SU002011кг', ['8,00', '45.295'], '42,415')
('SU002010кг', ['14,00', '78.980'], '74,080')
('SU002632шт', ['12,00', '46.080'], '72,000')
('SU002631шт', ['30,00', '115.200'], '180,000')
('SU002035кг', ['12,00', '67.560'], '63,350')
('SU002150кг', ['4,00', '22.487'], '21,047')
('SU002158кг', ['11,00', '61.995'], '58,035')
('SU002151кг', ['12,00', '67.684'], '63,364')
('SU002916шт', ['14,00', '53.760'], '84,000')
('SU002808кг', ['2,00', '25.235'], '24,335')
('SU002655кг', ['100,00', '859.067'], '803,867')

