ООО КСК ТРЕЙД Тс008472-25 12.01.2025 Журавлев 108кг.pdf
('SU002835кг', ['5,00', '45.665'], '42,425')
('SU003687кг', ['8,00', '70.219'], '65,803')

ООО КСК ТРЕЙД Тс006099-25 13.01.2025 Журавлев 3029кг.pdf
('SU002815шт', ['60,00', '282.600'], '600,000')
('SU003027шт', ['12,00', '23.304'], '72,000')
('SU003029шт', ['5,00', '9.740'], '30,000')
('SU003031шт', ['12,00', '23.304'], '72,000')
('SU002835кг', ['5,00', '46.332'], '43,092')
('SU002830кг', ['19,00', '217.634'], '208,514')
('SU001720шт', ['50,00', '147.000'], '300,000')
('SU001720шт', ['50,00', '147.000'], '300,000')
('SU002983шт', ['19,00', '64.600'], '152,000')
('SU002985шт', ['23,00', '70.288'], '184,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU002876кг', ['5,00', '22.768'], '21,526')
('SU002847кг', ['12,00', '54.627'], '51,531')
('SU002660шт', ['42,00', '94.416'], '252,000')
('SU002877шт', ['17,00', '38.216'], '102,000')
('SU002944шт', ['42,00', '81.564'], '252,000')
('SU002942шт', ['17,00', '33.014'], '102,000')
('SU002946шт', ['17,00', '33.014'], '102,000')
('SU002948шт', ['17,00', '33.014'], '102,000')
('SU002686шт', ['50,00', '132.000'], '300,000')
('SU002759шт', ['29,00', '76.560'], '174,000')
('SU002758шт', ['29,00', '76.560'], '174,000')
('SU003271кг', ['9,00', '107.830'], '103,510')
('SU003272шт', ['20,00', '84.200'], '200,000')
('SU002801шт', ['42,00', '110.880'], '252,000')
('SU002799шт', ['117,00', '308.178'], '702,000')
('SU001051кг', ['6,00', '54.416'], '51,104')
('SU000227кг', ['21,00', '170.880'], '159,288')
('SU000251кг', ['20,00', '309.243'], '299,643')
('SU003421шт', ['5,00', '26.050'], '50,000')
('SU002027шт', ['4,00', '16.840'], '40,000')
('SU002287кг', ['4,00', '37.147'], '34,939')
('SU003425кг', ['2,00', '25.439'], '24,479')
('SU002613кг', ['8,00', '35.971'], '33,971')
('SU003505шт', ['12,00', '22.080'], '72,000')
('SU002150кг', ['14,00', '78.930'], '73,890')
('SU002919шт', ['12,00', '45.720'], '72,000')
('SU002918шт', ['5,00', '25.050'], '40,000')

