ООО КСК ТРЕЙД Тс102380-24 18.05.2024 Медведев 17296кг.pdf
('SU002828кг', ['12,00', '135.623'], '129,863')
('SU002814шт', ['50,00', '145.000'], '300,000')
('SU002829кг', ['19,00', '219.675'], '210,650')
('SU002815шт', ['50,00', '235.500'], '500,000')
('SU000722кг', ['9,00', '108.807'], '104,487')
('SU002830кг', ['10,00', '113.808'], '109,008')
('SU000125шт', ['14,00', '44.800'], '84,000')
('SU001485шт', ['20,00', '84.800'], '200,000')
('SU002816шт', ['120,00', '568.800'], '1_200,000')
('SU002983шт', ['32,00', '108.800'], '256,000')
('SU002734шт', ['60,00', '284.400'], '600,000')
('SU002985шт', ['20,00', '61.120'], '160,000')
('SU001523кг', ['12,00', '110.257'], '103,633')
('SU001351кг', ['3,00', '24.617'], '22,997')
('SU002984шт', ['32,00', '92.672'], '256,000')
('SU001718шт', ['24,00', '71.040'], '144,000')
('SU001718шт', ['93,00', '275.280'], '558,000')
('SU001354шт', ['7,00', '22.904'], '42,000')
('SU002367шт', ['19,00', '43.472'], '114,000')
('SU001721кг', ['21,00', '193.969'], '182,377')
('SU001720шт', ['100,00', '296.000'], '600,000')
('SU002756кг', ['12,00', '55.030'], '52,198')
('SU002847кг', ['42,00', '193.245'], '183,093')
('SU002660шт', ['34,00', '76.432'], '204,000')
('SU002877шт', ['67,00', '150.616'], '402,000')
('SU002848шт', ['75,00', '167.700'], '450,000')
('SU002941кг', ['34,00', '172.699'], '163,519')
('SU002943кг', ['24,00', '123.787'], '117,307')
('SU002945кг', ['73,00', '375.135'], '355,425')
('SU002947кг', ['32,00', '164.122'], '155,482')
('SU002725кг', ['29,00', '264.938'], '248,930')
('SU002801шт', ['100,00', '266.000'], '600,000')
('SU002799шт', ['134,00', '355.636'], '804,000')
('SU002842шт', ['117,00', '311.220'], '702,000')
('SU002618шт', ['350,00', '931.000'], '2_100,000')
('SU002686шт', ['62,00', '164.176'], '372,000')
('SU002844шт', ['117,00', '311.220'], '702,000')
('SU002759шт', ['20,00', '53.200'], '120,000')
('SU002758шт', ['19,00', '50.540'], '114,000')
('SU002617шт', ['100,00', '224.800'], '600,000')
('SU003273кг', ['12,00', '144.510'], '138,990')
('SU003271кг', ['3,00', '35.875'], '34,495')
('SU003274шт', ['3,00', '12.720'], '30,000')
('SU003272шт', ['20,00', '84.800'], '200,000')
('SU002699шт', ['17,00', '30.770'], '102,000')
('SU002619шт', ['14,00', '31.360'], '84,000')
('SU002723шт', ['10,00', '22.340'], '60,000')
('SU001051кг', ['6,00', '51.648'], '48,336')
('SU000227кг', ['33,00', '279.632'], '261,416')
('SU001430кг', ['10,00', '79.624'], '74,104')
('SU002252шт', ['29,00', '59.392'], '174,000')
('SU003167шт', ['417,00', '979.116'], '2_502,000')
('SU003168шт', ['300,00', '708.000'], '1_800,000')
('SU002173шт', ['20,00', '50.800'], '120,000')
('SU000251кг', ['100,00', '1.598.120'], '1_550,620')
('SU000251кг', ['11,00', '166.659'], '161,379')
('SU001578кг', ['59,00', '942.595'], '914,570')
('SU000102кг', ['85,00', '1.352.550'], '1_312,175')
('SU001989шт', ['11,00', '57.310'], '110,000')
('SU000126кг', ['87,00', '1.351.086'], '1_309,626')
('SU000246кг', ['9,00', '74.459'], '69,491')
('SU002287кг', ['4,00', '34.953'], '32,745')
('SU002073кг', ['8,00', '100.779'], '96,939')
('SU002074кг', ['6,00', '51.815'], '48,503')
('SU002614кг', ['15,00', '68.445'], '64,749')
('SU002613кг', ['40,00', '183.022'], '173,582')
('SU003035шт', ['100,00', '194.000'], '600,000')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002602шт', ['59,00', '132.278'], '354,000')
('SU002606шт', ['25,00', '56.200'], '150,000')
('SU003277шт', ['10,00', '13.400'], '200,000')
('SU003278шт', ['10,00', '13.400'], '200,000')
('SU002612кг', ['40,00', '178.255'], '167,375')
('SU002604шт', ['10,00', '22.480'], '60,000')
('SU003280шт', ['10,00', '13.400'], '200,000')
('SU003314шт', ['5,00', '15.900'], '100,000')
('SU002011кг', ['21,00', '118.780'], '111,220')
('SU002094кг', ['19,00', '107.170'], '100,520')
('SU002010кг', ['39,00', '219.440'], '205,790')
('SU002632шт', ['17,00', '65.280'], '102,000')
('SU002631шт', ['10,00', '38.400'], '60,000')
('SU002035кг', ['19,00', '107.077'], '100,237')
('SU002150кг', ['10,00', '56.350'], '52,850')
('SU002158кг', ['9,00', '50.721'], '47,481')
('SU002916шт', ['4,00', '15.360'], '24,000')
('SU002919шт', ['4,00', '15.240'], '24,000')
('SU002918шт', ['7,00', '26.670'], '42,000')
('SU002808кг', ['2,00', '24.920'], '24,000')
('SU002655кг', ['81,00', '706.156'], '661,444')

