ООО КСК ТРЕЙД Тс024756-25 04.02.2025 Ачкалов 17281кг.pdf
('SU000722кг', ['11,00', '132.396'], '127,611')
('SU001485шт', ['40,00', '168.400'], '400,000')
('SU002829кг', ['19,00', '211.466'], '203,201')
('SU002815шт', ['70,00', '329.700'], '700,000')
('SU002828кг', ['10,00', '112.342'], '107,992')
('SU002814шт', ['34,00', '97.920'], '204,000')
('SU003027шт', ['4,00', '7.768'], '24,000')
('SU003031шт', ['5,00', '9.710'], '30,000')
('SU002830кг', ['12,00', '135.823'], '130,603')
('SU002816шт', ['60,00', '282.600'], '600,000')
('SU001523кг', ['12,00', '111.078'], '104,994')
('SU001718шт', ['23,00', '67.620'], '138,000')
('SU001718шт', ['109,00', '320.460'], '654,000')
('SU002928кг', ['10,00', '113.219'], '108,869')
('SU002734шт', ['80,00', '376.800'], '800,000')
('SU001721кг', ['59,00', '533.196'], '503,283')
('SU001720шт', ['84,00', '246.960'], '504,000')
('SU003336шт', ['20,00', '41.040'], '120,000')
('SU002367шт', ['15,00', '33.300'], '90,000')
('SU003533кг', ['2,00', '11.665'], '10,925')
('SU002983шт', ['19,00', '64.600'], '152,000')
('SU002985шт', ['13,00', '39.728'], '104,000')
('SU003534кг', ['5,00', '21.226'], '20,176')
('SU002984шт', ['19,00', '55.024'], '152,000')
('SU002756кг', ['17,00', '76.852'], '72,466')
('SU002876кг', ['8,00', '36.690'], '34,674')
('SU002847кг', ['12,00', '54.171'], '51,075')
('SU002660шт', ['37,00', '83.176'], '222,000')
('SU002877шт', ['50,00', '112.400'], '300,000')
('SU002848шт', ['59,00', '131.924'], '354,000')
('SU002941кг', ['24,00', '123.378'], '116,898')
('SU002943кг', ['15,00', '76.818'], '72,768')
('SU002945кг', ['32,00', '162.754'], '154,114')
('SU002947кг', ['19,00', '97.023'], '91,893')
('SU002944шт', ['25,00', '48.550'], '150,000')
('SU002942шт', ['17,00', '33.014'], '102,000')
('SU002946шт', ['19,00', '36.898'], '114,000')
('SU002948шт', ['12,00', '23.304'], '72,000')
('SU002725кг', ['13,00', '120.412'], '113,821')
('SU002842шт', ['84,00', '221.760'], '504,000')
('SU002618шт', ['98,00', '256.920'], '588,000')
('SU002686шт', ['37,00', '97.680'], '222,000')
('SU002844шт', ['84,00', '221.760'], '504,000')
('SU002759шт', ['12,00', '31.560'], '72,000')
('SU002758шт', ['17,00', '44.880'], '102,000')
('SU003273кг', ['1,00', '11.884'], '11,449')
('SU003271кг', ['1,00', '12.185'], '11,750')
('SU003274шт', ['10,00', '42.100'], '100,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU002801шт', ['50,00', '129.000'], '300,000')
('SU002799шт', ['117,00', '308.178'], '702,000')
('SU002617шт', ['117,00', '263.016'], '702,000')
('SU001051кг', ['4,00', '35.033'], '33,005')
('SU000227кг', ['25,00', '217.789'], '205,114')
('SU001430кг', ['2,00', '18.371'], '17,357')
('SU002092шт', ['37,00', '103.970'], '555,000')
('SU001869шт', ['67,00', '188.270'], '1_005,000')
('SU002841шт', ['30,00', '66.000'], '600,000')
('SU002368шт', ['50,00', '110.000'], '1_000,000')
('SU002252шт', ['7,00', '14.196'], '42,000')
('SU003167шт', ['367,00', '856.578'], '2_202,000')
('SU003168шт', ['117,00', '272.376'], '702,000')
('SU003422кг', ['98,00', '1.557.546'], '1_510,506')
('SU003423кг', ['100,00', '1.550.615'], '1_502,615')
('SU003420кг', ['152,00', '2.389.760'], '2_316,800')
('SU000251кг', ['20,00', '315.506'], '305,906')
('SU000126кг', ['68,00', '1.049.970'], '1_017,330')
('SU000126кг', ['40,00', '619.194'], '599,994')
('SU002027шт', ['1,00', '4.210'], '10,000')
('SU000246кг', ['6,00', '59.232'], '55,614')
('SU002287кг', ['4,00', '37.925'], '35,897')
('SU003425кг', ['3,00', '37.821'], '36,516')
('SU002074кг', ['3,00', '28.010'], '26,489')
('SU002074кг', ['3,00', '26.861'], '25,052')
('SU002614кг', ['2,00', '11.549'], '11,009')
('SU002613кг', ['3,00', '13.712'], '12,974')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002602шт', ['14,00', '31.472'], '84,000')
('SU002606шт', ['20,00', '44.960'], '120,000')
('SU002612кг', ['2,00', '11.493'], '10,953')
('SU002604шт', ['5,00', '11.210'], '30,000')
('SU003344шт', ['4,00', '5.440'], '24,000')
('SU003342шт', ['5,00', '7.200'], '30,000')
('SU003505шт', ['34,00', '62.560'], '204,000')
('SU002011кг', ['18,00', '101.162'], '94,682')
('SU002010кг', ['23,00', '129.944'], '121,664')
('SU002634кг', ['20,00', '109.063'], '101,863')
('SU002632шт', ['20,00', '76.200'], '120,000')
('SU002631шт', ['25,00', '126.000'], '200,000')
('SU002035кг', ['23,00', '129.314'], '121,034')
('SU002150кг', ['12,00', '67.615'], '63,295')
('SU002158кг', ['8,00', '44.981'], '42,101')
('SU002151кг', ['19,00', '107.434'], '100,594')
('SU002916шт', ['8,00', '40.080'], '64,000')
('SU002919шт', ['1,00', '5.010'], '8,000')
('SU002918шт', ['12,00', '60.120'], '96,000')
('SU003687кг', ['2,00', '15.887'], '14,873')
('SU003403кг', ['3,00', '13.318'], '12,688')
('SU002655кг', ['114,00', '967.524'], '909,726')

