ООО КСК ТРЕЙД Тс097230-24 13.05.2024 Хохлов 6165кг.pdf +
('SU002828кг', ['5,00', '56.448'], '54,048')
('SU002941кг', ['14,00', '71.538'], '67,758')
('SU002943кг', ['14,00', '72.278'], '68,498')
('SU002945кг', ['38,00', '196.772'], '186,512')
('SU002801шт', ['20,00', '53.200'], '120,000')
('SU002799шт', ['57,00', '151.278'], '342,000')
('SU002842шт', ['64,00', '170.240'], '384,000')
('SU002618шт', ['52,00', '138.320'], '312,000')
('SU002686шт', ['17,00', '45.016'], '102,000')
('SU002844шт', ['64,00', '170.240'], '384,000')
('SU002617шт', ['55,00', '123.640'], '330,000')
('SU000227кг', ['25,00', '214.080'], '200,280')
('SU001869шт', ['4,00', '11.240'], '60,000')
('SU003167шт', ['400,00', '941.600'], '2_400,000')
('SU003168шт', ['117,00', '276.120'], '702,000')
('SU000251кг', ['167,00', '2.695.775'], '2_616,450')
('SU001578кг', ['52,00', '832.225'], '807,525')
('SU000102кг', ['51,00', '817.395'], '793,170')
('SU001989шт', ['3,00', '15.630'], '30,000')
('SU000126кг', ['130,00', '2.014.294'], '1_951,894')
('SU000246кг', ['8,00', '64.710'], '60,870')
('SU002613кг', ['12,00', '54.581'], '51,461')
('SU003035шт', ['20,00', '38.800'], '120,000')
('SU002612кг', ['12,00', '53.657'], '50,393')
('SU002094кг', ['16,00', '89.900'], '84,300')
('SU002010кг', ['13,00', '73.052'], '68,372')
('SU002035кг', ['19,00', '107.315'], '100,475')
('SU002655кг', ['63,00', '546.068'], '511,292')

