ООО КСК ТРЕЙД Тс097230-24 13.05.2024 Хохлов 6165кг.pdf +
('SU002828кг', ['5,00', '56.448'], '54,048')
('SU002814шт', ['17,00', '49.300'], '102,000')
('SU000722кг', ['8,00', '96.740'], '92,900')
('SU002830кг', ['10,00', '113.350'], '108,750')
('SU002928кг', ['3,00', '36.056'], '34,616')
('SU002983шт', ['10,00', '34.000'], '80,000')
('SU002734шт', ['50,00', '237.000'], '500,000')
('SU002985шт', ['9,00', '27.504'], '72,000')
('SU001351кг', ['4,00', '36.032'], '33,872')
('SU002984шт', ['19,00', '55.024'], '152,000')
('SU001354шт', ['9,00', '29.448'], '54,000')
('SU002835кг', ['7,00', '55.978'], '52,198')
('SU002367шт', ['5,00', '11.440'], '30,000')
('SU001721кг', ['13,00', '111.563'], '104,387')
('SU002756кг', ['12,00', '53.774'], '50,852')
('SU002876кг', ['5,00', '22.659'], '21,479')
('SU002847кг', ['23,00', '105.991'], '100,563')
('SU002660шт', ['34,00', '76.432'], '204,000')
('SU002877шт', ['34,00', '76.432'], '204,000')
('SU002848шт', ['34,00', '76.024'], '204,000')
('SU002941кг', ['22,00', '112.551'], '106,611')
('SU002943кг', ['26,00', '134.475'], '127,455')
('SU002947кг', ['12,00', '61.737'], '58,497')
('SU002725кг', ['12,00', '110.796'], '104,172')
('SU002801шт', ['100,00', '266.000'], '600,000')
('SU002799шт', ['50,00', '132.700'], '300,000')
('SU002842шт', ['117,00', '311.220'], '702,000')
('SU002618шт', ['116,00', '308.560'], '696,000')
('SU002618шт', ['1,00', '2.660'], '6,000')
('SU002686шт', ['34,00', '90.032'], '204,000')
('SU002844шт', ['84,00', '223.440'], '504,000')
('SU002759шт', ['14,00', '37.240'], '84,000')
('SU002758шт', ['17,00', '45.220'], '102,000')
('SU003266шт', ['9,00', '38.160'], '90,000')
('SU002617шт', ['34,00', '76.432'], '204,000')
('SU003274шт', ['3,00', '12.720'], '30,000')
('SU003272шт', ['5,00', '21.200'], '50,000')
('SU002619шт', ['9,00', '20.160'], '54,000')
('SU002723шт', ['9,00', '20.106'], '54,000')
('SU001051кг', ['5,00', '41.843'], '39,083')
('SU000227кг', ['26,00', '222.475'], '208,123')
('SU003167шт', ['50,00', '117.700'], '300,000')
('SU003168шт', ['84,00', '198.240'], '504,000')
('SU002173шт', ['7,00', '17.780'], '42,000')
('SU000251кг', ['39,00', '623.575'], '605,050')
('SU001578кг', ['6,00', '95.900'], '93,050')
('SU000126кг', ['41,00', '628.678'], '608,998')
('SU002027шт', ['3,00', '12.720'], '30,000')
('SU000246кг', ['4,00', '32.458'], '30,538')
('SU002614кг', ['15,00', '68.504'], '64,784')
('SU002613кг', ['12,00', '54.584'], '51,464')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002602шт', ['17,00', '38.114'], '102,000')
('SU002606шт', ['17,00', '38.216'], '102,000')
('SU003277шт', ['4,00', '5.360'], '80,000')
('SU003278шт', ['5,00', '6.700'], '100,000')
('SU002612кг', ['12,00', '53.663'], '50,399')
('SU002604шт', ['9,00', '20.232'], '54,000')
('SU003280шт', ['3,00', '4.020'], '60,000')
('SU003314шт', ['3,00', '9.540'], '60,000')
('SU002010кг', ['12,00', '67.772'], '63,452')
('SU002631шт', ['15,00', '57.600'], '90,000')
('SU002035кг', ['10,00', '56.520'], '52,920')
('SU002150кг', ['11,00', '61.983'], '58,023')
('SU002158кг', ['12,00', '67.637'], '63,317')
('SU002151кг', ['19,00', '106.984'], '100,144')
('SU002918шт', ['5,00', '19.050'], '30,000')
('SU002655кг', ['50,00', '439.233'], '411,633')

ООО КСК ТРЕЙД Тс097237-24 13.05.2024 Хохлов 11171кг.pdf +
('SU002828кг', ['7,00', '78.962'], '75,602')
('SU002829кг', ['14,00', '157.535'], '150,955')
('SU002815шт', ['44,00', '208.560'], '440,000')
('SU002830кг', ['7,00', '78.610'], '75,355')
('SU001485шт', ['6,00', '25.440'], '60,000')
('SU002816шт', ['36,00', '169.560'], '360,000')
('SU002734шт', ['12,00', '56.880'], '120,000')
('SU001523кг', ['27,00', '247.354'], '232,450')
('SU001718шт', ['20,00', '59.200'], '120,000')
('SU002835кг', ['7,00', '55.391'], '51,611')
('SU001721кг', ['36,00', '312.786'], '292,914')
('SU001720шт', ['20,00', '59.200'], '120,000')
('SU002660шт', ['10,00', '22.480'], '60,000')
('SU002877шт', ['45,00', '101.160'], '270,000')
('SU002848шт', ['45,00', '100.620'], '270,000')
