ООО КСК ТРЕЙД Тс002130-25 03.01.2025 Коваленко 17235кг.pdf
('SU000722кг', ['17,00', '188.187'], '180,027')
('SU000722кг', ['7,00', '84.859'], '81,499')
('SU001485шт', ['80,00', '336.800'], '800,000')
('SU002829кг', ['57,00', '639.234'], '611,874')
('SU002815шт', ['80,00', '376.800'], '800,000')
('SU002828кг', ['5,00', '56.323'], '53,923')
('SU002814шт', ['67,00', '192.960'], '402,000')
('SU003027шт', ['4,00', '7.768'], '24,000')
('SU003031шт', ['4,00', '7.768'], '24,000')
('SU002830кг', ['19,00', '216.424'], '207,304')
('SU002816шт', ['100,00', '471.000'], '1_000,000')
('SU001523кг', ['15,00', '137.546'], '129,266')
('SU001718шт', ['134,00', '393.960'], '804,000')
('SU002928кг', ['8,00', '96.030'], '92,190')
('SU002734шт', ['100,00', '471.000'], '1_000,000')
('SU001721кг', ['46,00', '435.172'], '409,780')
('SU001720шт', ['117,00', '337.320'], '702,000')
('SU003336шт', ['12,00', '24.624'], '72,000')
('SU002367шт', ['5,00', '11.100'], '30,000')
('SU002983шт', ['13,00', '44.200'], '104,000')
('SU002985шт', ['13,00', '39.728'], '104,000')
('SU002984шт', ['13,00', '37.648'], '104,000')
('SU003512шт', ['4,00', '8.512'], '24,000')
('SU002876кг', ['8,00', '36.459'], '34,491')
('SU002847кг', ['15,00', '68.261'], '64,391')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['50,00', '112.400'], '300,000')
('SU002848шт', ['50,00', '111.800'], '300,000')
('SU002941кг', ['32,00', '163.586'], '154,946')
('SU002943кг', ['26,00', '132.294'], '125,274')
('SU002945кг', ['43,00', '219.535'], '207,925')
('SU002947кг', ['26,00', '133.319'], '126,299')
('SU002944шт', ['34,00', '66.028'], '204,000')
('SU002942шт', ['25,00', '48.550'], '150,000')
('SU002946шт', ['30,00', '58.260'], '180,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['6,00', '55.379'], '52,067')
('SU002842шт', ['67,00', '176.880'], '402,000')
('SU002618шт', ['117,00', '309.582'], '702,000')
('SU002686шт', ['34,00', '89.760'], '204,000')
('SU002844шт', ['67,00', '176.880'], '402,000')
('SU002758шт', ['14,00', '36.900'], '84,000')
('SU003273кг', ['5,00', '61.504'], '59,104')
('SU003275кг', ['1,00', '11.880'], '11,400')
('SU003271кг', ['5,00', '60.193'], '57,793')
('SU003274шт', ['12,00', '50.520'], '120,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU002801шт', ['50,00', '132.000'], '300,000')
('SU002799шт', ['67,00', '176.478'], '402,000')
('SU002617шт', ['117,00', '263.016'], '702,000')
('SU000227кг', ['20,00', '171.806'], '160,766')
('SU002092шт', ['10,00', '28.100'], '150,000')
('SU001869шт', ['34,00', '95.540'], '510,000')
('SU002252шт', ['9,00', '18.252'], '54,000')
('SU003167шт', ['300,00', '700.200'], '1_800,000')
('SU003168шт', ['100,00', '232.800'], '600,000')
('SU003422кг', ['3,00', '43.990'], '42,610')
('SU003422кг', ['86,00', '1.312.444'], '1_271,164')
('SU003423кг', ['24,00', '372.441'], '360,921')
('SU003423кг', ['10,00', '154.312'], '149,512')
('SU003420кг', ['131,00', '1.952.725'], '1_893,775')
('SU003420кг', ['60,00', '949.590'], '920,790')
('SU000251кг', ['20,00', '307.600'], '298,000')
('SU003421шт', ['5,00', '26.050'], '50,000')
('SU000126кг', ['141,00', '2.181.494'], '2_113,814')
('SU002027шт', ['2,00', '8.420'], '20,000')
('SU002287кг', ['4,00', '37.197'], '34,989')
('SU003425кг', ['4,00', '50.146'], '48,226')
('SU002074кг', ['4,00', '36.785'], '34,577')
('SU002614кг', ['6,00', '34.218'], '32,598')
('SU002613кг', ['8,00', '35.341'], '33,277')
('SU002538шт', ['20,00', '44.960'], '120,000')
('SU002602шт', ['17,00', '38.216'], '102,000')
('SU002606шт', ['37,00', '83.176'], '222,000')
('SU002612кг', ['6,00', '34.150'], '32,530')
('SU003342шт', ['5,00', '6.800'], '30,000')
('SU003505шт', ['20,00', '36.800'], '120,000')
('SU002011кг', ['29,00', '164.080'], '153,640')
('SU002010кг', ['24,00', '133.196'], '124,556')
('SU002634кг', ['20,00', '109.402'], '102,202')
('SU002632шт', ['25,00', '95.250'], '150,000')
('SU002631шт', ['3,00', '11.430'], '18,000')
('SU002631шт', ['29,00', '146.160'], '232,000')
('SU002035кг', ['23,00', '129.654'], '121,374')
('SU002150кг', ['12,00', '67.679'], '63,359')
('SU002158кг', ['12,00', '67.723'], '63,403')
('SU002151кг', ['29,00', '163.489'], '153,049')
('SU002916шт', ['11,00', '55.440'], '88,000')
('SU002919шт', ['3,00', '15.030'], '24,000')
('SU002918шт', ['12,00', '60.120'], '96,000')
('SU002808кг', ['2,00', '24.885'], '24,015')
('SU002655кг', ['38,00', '325.715'], '304,739')

ООО КСК ТРЕЙД Тс003049-25 03.01.2025 Коваленко 4кг.pdf
('SU003344шт', ['4,00', '5.440'], '24,000')

