ООО КСК ТРЕЙД Тс210313-24 30.09.2024 Штырков 17192кг.pdf
('SU000722кг', ['14,00', '156.448'], '149,728')
('SU000722кг', ['1,00', '12.049'], '11,569')
('SU001485шт', ['40,00', '169.600'], '400,000')
('SU002829кг', ['19,00', '219.874'], '210,754')
('SU002815шт', ['60,00', '282.600'], '600,000')
('SU002828кг', ['18,00', '202.710'], '194,070')
('SU002814шт', ['34,00', '98.600'], '204,000')
('SU003028кг', ['24,00', '110.329'], '104,425')
('SU003032кг', ['24,00', '109.868'], '103,736')
('SU003027шт', ['27,00', '52.434'], '162,000')
('SU003031шт', ['14,00', '27.188'], '84,000')
('SU002835кг', ['4,00', '33.559'], '31,399')
('SU002835кг', ['3,00', '23.441'], '21,821')
('SU002830кг', ['10,00', '114.698'], '109,898')
('SU003584шт', ['70,00', '329.700'], '700,000')
('SU001523кг', ['12,00', '110.924'], '104,300')
('SU001718шт', ['167,00', '494.320'], '1_002,000')
('SU002928кг', ['7,00', '79.044'], '75,684')
('SU002928кг', ['3,00', '35.965'], '34,525')
('SU002734шт', ['200,00', '948.000'], '2_000,000')
('SU001721кг', ['46,00', '429.360'], '403,968')
('SU001720шт', ['82,00', '242.720'], '492,000')
('SU001720шт', ['2,00', '5.920'], '12,000')
('SU003336шт', ['14,00', '29.008'], '84,000')
('SU002367шт', ['9,00', '20.592'], '54,000')
('SU000125шт', ['5,00', '16.000'], '30,000')
('SU001351кг', ['10,00', '82.332'], '76,932')
('SU001354шт', ['7,00', '22.820'], '42,000')
('SU002756кг', ['27,00', '121.064'], '114,452')
('SU002876кг', ['3,00', '13.683'], '12,939')
('SU002847кг', ['8,00', '36.151'], '34,263')
('SU002660шт', ['39,00', '87.672'], '234,000')
('SU002877шт', ['39,00', '87.672'], '234,000')
('SU002848шт', ['54,00', '120.744'], '324,000')
('SU002941кг', ['33,00', '171.014'], '162,104')
('SU002943кг', ['29,00', '148.696'], '140,866')
('SU002945кг', ['26,00', '133.094'], '126,074')
('SU002947кг', ['33,00', '169.224'], '160,314')
('SU002944шт', ['50,00', '97.100'], '300,000')
('SU002942шт', ['50,00', '97.100'], '300,000')
('SU002946шт', ['50,00', '97.100'], '300,000')
('SU002948шт', ['50,00', '97.100'], '300,000')
('SU002725кг', ['30,00', '270.737'], '254,177')
('SU002842шт', ['150,00', '399.000'], '900,000')
('SU002618шт', ['184,00', '489.440'], '1_104,000')
('SU002686шт', ['67,00', '179.024'], '402,000')
('SU002844шт', ['100,00', '266.000'], '600,000')
('SU002759шт', ['22,00', '58.520'], '132,000')
('SU002758шт', ['20,00', '53.200'], '120,000')
('SU003266шт', ['5,00', '21.200'], '50,000')
('SU003273кг', ['6,00', '72.801'], '69,921')
('SU003271кг', ['10,00', '119.974'], '115,174')
('SU003274шт', ['5,00', '21.200'], '50,000')
('SU002801шт', ['67,00', '177.416'], '402,000')
('SU002799шт', ['46,00', '122.084'], '276,000')
('SU002799шт', ['88,00', '233.552'], '528,000')
('SU002617шт', ['100,00', '224.800'], '600,000')
('SU001051кг', ['4,00', '32.259'], '30,195')
('SU000227кг', ['33,00', '280.053'], '261,837')
('SU001430кг', ['4,00', '33.787'], '31,579')
('SU002252шт', ['29,00', '59.392'], '174,000')
('SU003167шт', ['250,00', '588.500'], '1_500,000')
('SU003168шт', ['250,00', '590.000'], '1_500,000')
('SU003422кг', ['35,00', '532.977'], '516,177')
('SU003423кг', ['35,00', '536.324'], '519,524')
('SU003420кг', ['109,00', '1.661.283'], '1_608,963')
('SU003421шт', ['6,00', '31.260'], '60,000')
('SU000126кг', ['101,00', '1.562.947'], '1_514,467')
('SU002027шт', ['2,00', '8.480'], '20,000')
('SU000246кг', ['25,00', '219.206'], '205,406')
('SU002287кг', ['3,00', '25.211'], '23,555')
('SU003425кг', ['10,00', '124.098'], '119,298')
('SU002074кг', ['11,00', '94.126'], '88,054')
('SU002614кг', ['8,00', '36.009'], '34,025')
('SU002613кг', ['12,00', '54.288'], '51,384')
('SU002602шт', ['4,00', '8.968'], '24,000')
('SU002602шт', ['10,00', '22.480'], '60,000')
('SU002606шт', ['34,00', '76.228'], '204,000')
('SU003035шт', ['67,00', '129.980'], '402,000')
('SU002612кг', ['24,00', '108.549'], '102,681')
('SU003279шт', ['3,00', '4.380'], '36,000')
('SU003345шт', ['25,00', '34.000'], '150,000')
('SU003344шт', ['27,00', '36.720'], '162,000')
('SU003342шт', ['25,00', '34.000'], '150,000')
('SU002011кг', ['14,00', '79.407'], '74,367')
('SU002010кг', ['32,00', '179.781'], '168,261')
('SU002634кг', ['26,00', '142.116'], '132,756')
('SU002632шт', ['20,00', '76.800'], '120,000')
('SU002631шт', ['42,00', '161.280'], '252,000')
('SU002035кг', ['18,00', '101.573'], '95,093')
('SU002150кг', ['8,00', '45.159'], '42,279')
('SU002158кг', ['5,00', '28.152'], '26,352')
('SU002151кг', ['27,00', '152.485'], '142,765')
('SU002916шт', ['15,00', '57.600'], '90,000')
('SU002919шт', ['4,00', '15.240'], '24,000')
('SU002918шт', ['9,00', '34.290'], '54,000')
('SU003687кг', ['54,00', '433.884'], '405,372')
('SU002808кг', ['3,00', '37.401'], '35,961')
('SU002809кг', ['3,00', '13.495'], '12,787')
('SU002655кг', ['137,00', '1.187.753'], '1_112,129')

