ООО КСК ТРЕЙД Тс022993-25 31.01.2025 Матлаш 17244кг.pdf
('SU000722кг', ['18,00', '215.385'], '207,555')
('SU001485шт', ['20,00', '84.200'], '200,000')
('SU002829кг', ['10,00', '111.672'], '107,322')
('SU002815шт', ['170,00', '800.700'], '1_700,000')
('SU002828кг', ['14,00', '156.846'], '150,756')
('SU002814шт', ['50,00', '144.000'], '300,000')
('SU003029шт', ['4,00', '7.792'], '24,000')
('SU002835кг', ['9,00', '78.487'], '73,060')
('SU002830кг', ['10,00', '114.155'], '109,805')
('SU002816шт', ['110,00', '518.100'], '1_100,000')
('SU001523кг', ['8,00', '68.817'], '64,761')
('SU001523кг', ['8,00', '68.876'], '64,820')
('SU001718шт', ['134,00', '393.960'], '804,000')
('SU002928кг', ['1,00', '11.157'], '10,722')
('SU002928кг', ['6,00', '71.580'], '68,970')
('SU002734шт', ['110,00', '518.100'], '1_100,000')
('SU002833кг', ['4,00', '44.757'], '43,017')
('SU001721кг', ['64,00', '589.484'], '557,036')
('SU001720шт', ['84,00', '246.960'], '504,000')
('SU003336шт', ['17,00', '34.884'], '102,000')
('SU002367шт', ['15,00', '33.300'], '90,000')
('SU002983шт', ['20,00', '68.000'], '160,000')
('SU002985шт', ['19,00', '58.064'], '152,000')
('SU003534кг', ['5,00', '20.695'], '19,645')
('SU002756кг', ['17,00', '77.169'], '72,783')
('SU002876кг', ['12,00', '55.304'], '52,280')
('SU002847кг', ['20,00', '91.485'], '86,325')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['59,00', '132.632'], '354,000')
('SU002848шт', ['67,00', '149.812'], '402,000')
('SU002941кг', ['26,00', '133.675'], '126,655')
('SU002943кг', ['17,00', '86.878'], '82,288')
('SU002945кг', ['34,00', '175.057'], '165,877')
('SU002947кг', ['19,00', '97.806'], '92,676')
('SU002944шт', ['22,00', '42.724'], '132,000')
('SU002942шт', ['14,00', '27.188'], '84,000')
('SU002946шт', ['14,00', '27.188'], '84,000')
('SU002948шт', ['12,00', '23.304'], '72,000')
('SU002725кг', ['23,00', '211.774'], '200,113')
('SU002842шт', ['42,00', '110.880'], '252,000')
('SU002618шт', ['134,00', '353.760'], '804,000')
('SU002686шт', ['42,00', '110.880'], '252,000')
('SU002844шт', ['100,00', '264.000'], '600,000')
('SU002759шт', ['9,00', '23.760'], '54,000')
('SU002758шт', ['20,00', '52.800'], '120,000')
('SU003275кг', ['1,00', '12.140'], '11,705')
('SU003271кг', ['3,00', '35.925'], '34,620')
('SU003274шт', ['20,00', '84.200'], '200,000')
('SU003272шт', ['10,00', '42.100'], '100,000')
('SU002801шт', ['67,00', '176.880'], '402,000')
('SU002799шт', ['167,00', '439.878'], '1_002,000')
('SU002528шт', ['73,00', '307.330'], '730,000')
('SU002528шт', ['27,00', '113.670'], '270,000')
('SU002617шт', ['134,00', '301.232'], '804,000')
('SU001051кг', ['4,00', '35.188'], '33,160')
('SU000227кг', ['25,00', '215.098'], '202,423')
('SU001430кг', ['2,00', '19.058'], '18,044')
('SU002368шт', ['25,00', '55.000'], '500,000')
('SU002252шт', ['12,00', '24.336'], '72,000')
('SU003167шт', ['417,00', '973.278'], '2_502,000')
('SU003168шт', ['167,00', '381.843'], '1_002,000')
('SU003422кг', ['81,00', '1.248.302'], '1_209,422')
('SU003423кг', ['67,00', '1.035.939'], '1_003,779')
('SU003420кг', ['100,00', '1.549.204'], '1_501,204')
('SU000251кг', ['14,00', '224.998'], '218,278')
('SU003421шт', ['2,00', '10.420'], '20,000')
('SU000126кг', ['107,00', '1.661.833'], '1_610,473')
('SU002027шт', ['2,00', '8.420'], '20,000')
('SU000246кг', ['5,00', '45.524'], '42,509')
('SU002287кг', ['4,00', '37.684'], '35,656')
('SU003425кг', ['2,00', '25.049'], '24,179')
('SU002074кг', ['3,00', '27.469'], '25,660')
('SU002614кг', ['2,00', '11.365'], '10,825')
('SU002613кг', ['5,00', '22.654'], '21,364')
('SU002538шт', ['50,00', '112.400'], '300,000')
('SU002606шт', ['50,00', '112.400'], '300,000')
('SU002612кг', ['2,00', '11.492'], '10,952')
('SU002604шт', ['5,00', '11.210'], '30,000')
('SU003342шт', ['5,00', '7.200'], '30,000')
('SU003505шт', ['17,00', '31.280'], '102,000')
('SU002011кг', ['19,00', '106.794'], '99,954')
('SU002010кг', ['23,00', '131.060'], '122,780')
('SU002634кг', ['17,00', '92.830'], '86,710')
('SU002632шт', ['34,00', '129.540'], '204,000')
('SU002631шт', ['25,00', '126.000'], '200,000')
('SU002035кг', ['38,00', '215.816'], '202,136')
('SU002150кг', ['10,00', '56.335'], '52,735')
('SU002158кг', ['8,00', '45.136'], '42,256')
('SU002151кг', ['23,00', '129.758'], '121,478')
('SU002919шт', ['5,00', '25.050'], '40,000')
('SU002918шт', ['12,00', '60.120'], '96,000')
('SU002808кг', ['2,00', '24.827'], '23,957')
('SU002655кг', ['100,00', '857.515'], '806,815')

