ООО КСК ТРЕЙД Тс260484-24 26.11.2024 Гусев 17364кг.pdf
('SU000722кг', ['6,00', '67.842'], '64,962')
('SU001485шт', ['60,00', '252.600'], '600,000')
('SU002829кг', ['39,00', '439.753'], '421,033')
('SU002815шт', ['70,00', '329.700'], '700,000')
('SU002828кг', ['9,00', '100.780'], '96,460')
('SU002814шт', ['50,00', '145.000'], '300,000')
('SU002835кг', ['7,00', '59.790'], '55,254')
('SU002830кг', ['20,00', '217.808'], '208,208')
('SU002816шт', ['20,00', '94.200'], '200,000')
('SU001523кг', ['18,00', '167.114'], '157,178')
('SU001718шт', ['184,00', '544.640'], '1_104,000')
('SU002928кг', ['5,00', '56.461'], '54,061')
('SU002928кг', ['1,00', '11.781'], '11,301')
('SU002734шт', ['120,00', '565.200'], '1_200,000')
('SU001721кг', ['50,00', '437.855'], '410,255')
('SU001720шт', ['150,00', '435.000'], '900,000')
('SU003336шт', ['9,00', '18.648'], '54,000')
('SU002367шт', ['7,00', '15.680'], '42,000')
('SU002983шт', ['15,00', '51.000'], '120,000')
('SU002985шт', ['14,00', '42.784'], '112,000')
('SU002984шт', ['17,00', '49.232'], '136,000')
('SU003512шт', ['4,00', '8.512'], '24,000')
('SU002756кг', ['17,00', '76.175'], '72,163')
('SU002876кг', ['5,00', '22.572'], '21,332')
('SU002847кг', ['12,00', '54.249'], '51,417')
('SU002660шт', ['50,00', '112.400'], '300,000')
('SU002877шт', ['50,00', '112.400'], '300,000')
('SU002848шт', ['84,00', '187.824'], '504,000')
('SU002941кг', ['24,00', '123.534'], '117,342')
('SU002943кг', ['19,00', '96.831'], '91,929')
('SU002945кг', ['43,00', '219.414'], '208,320')
('SU002947кг', ['26,00', '133.458'], '126,750')
('SU002944шт', ['34,00', '66.028'], '204,000')
('SU002942шт', ['9,00', '17.478'], '54,000')
('SU002946шт', ['34,00', '66.028'], '204,000')
('SU002948шт', ['32,00', '62.144'], '192,000')
('SU002725кг', ['19,00', '168.518'], '158,030')
('SU002842шт', ['117,00', '311.220'], '702,000')
('SU002618шт', ['134,00', '357.244'], '804,000')
('SU002686шт', ['11,00', '29.392'], '66,000')
('SU002686шт', ['39,00', '103.740'], '234,000')
('SU002844шт', ['109,00', '289.940'], '654,000')
('SU002759шт', ['22,00', '58.520'], '132,000')
('SU002758шт', ['22,00', '57.200'], '132,000')
('SU003273кг', ['5,00', '60.039'], '57,639')
('SU003274шт', ['6,00', '25.260'], '60,000')
('SU003272шт', ['5,00', '21.050'], '50,000')
('SU002801шт', ['67,00', '177.416'], '402,000')
('SU002799шт', ['117,00', '310.518'], '702,000')
('SU002617шт', ['84,00', '188.832'], '504,000')
('SU003393шт', ['2,00', '8.420'], '20,000')
('SU001051кг', ['6,00', '51.273'], '47,961')
('SU000227кг', ['32,00', '277.889'], '260,225')
('SU001430кг', ['3,00', '26.846'], '25,190')
('SU001921кг', ['11,00', '35.204'], '32,652')
('SU002092шт', ['47,00', '132.070'], '705,000')
('SU001869шт', ['200,00', '562.000'], '3_000,000')
('SU002841шт', ['25,00', '55.000'], '500,000')
('SU002368шт', ['50,00', '110.000'], '1_000,000')
('SU002252шт', ['14,00', '28.672'], '84,000')
('SU003167шт', ['284,00', '668.536'], '1_704,000')
('SU003168шт', ['184,00', '432.032'], '1_104,000')
('SU003422кг', ['70,00', '1.046.208'], '1_012,608')
('SU003423кг', ['59,00', '931.409'], '903,089')
('SU003420кг', ['23,00', '347.603'], '336,563')
('SU003420кг', ['117,00', '1.820.810'], '1_764,650')
('SU003421шт', ['4,00', '20.840'], '40,000')
('SU000126кг', ['101,00', '1.559.818'], '1_511,338')
('SU002027шт', ['1,00', '4.210'], '10,000')
('SU000246кг', ['6,00', '55.662'], '52,350')
('SU002287кг', ['6,00', '56.605'], '53,293')
('SU003425кг', ['4,00', '50.522'], '48,242')
('SU002074кг', ['3,00', '27.600'], '25,944')
('SU002614кг', ['5,00', '22.750'], '21,642')
('SU002613кг', ['3,00', '13.714'], '12,970')
('SU002538шт', ['15,00', '33.720'], '90,000')
('SU002602шт', ['17,00', '38.216'], '102,000')
('SU002606шт', ['25,00', '56.200'], '150,000')
('SU002612кг', ['3,00', '13.560'], '12,816')
('SU002604шт', ['4,00', '8.968'], '24,000')
('SU003345шт', ['4,00', '5.440'], '24,000')
('SU003344шт', ['4,00', '5.440'], '24,000')
('SU003505шт', ['25,00', '46.000'], '150,000')
('SU002011кг', ['16,00', '90.450'], '84,690')
('SU002010кг', ['23,00', '131.132'], '122,852')
('SU002634кг', ['17,00', '93.174'], '87,054')
('SU002632шт', ['25,00', '95.250'], '150,000')
('SU002631шт', ['34,00', '129.540'], '204,000')
('SU002035кг', ['30,00', '168.877'], '158,077')
('SU002150кг', ['14,00', '78.909'], '73,869')
('SU002158кг', ['14,00', '78.862'], '73,822')
('SU002151кг', ['29,00', '163.827'], '153,387')
('SU002916шт', ['12,00', '60.480'], '96,000')
('SU002919шт', ['5,00', '25.050'], '40,000')
('SU002918шт', ['30,00', '150.300'], '240,000')
('SU003687кг', ['4,00', '34.811'], '32,699')
('SU002655кг', ['116,00', '973.786'], '909,754')

