ООО КСК ТРЕЙД Тс185993-24 31.08.2024 Матлаш 17147кг.pdf
('SU000722кг', ['11,00', '123.664'], '118,384')
('SU001485шт', ['30,00', '127.200'], '300,000')
('SU002829кг', ['29,00', '323.250'], '311,360')
('SU002815шт', ['100,00', '471.000'], '1_000,000')
('SU002828кг', ['5,00', '56.440'], '54,040')
('SU002814шт', ['67,00', '194.300'], '402,000')
('SU002835кг', ['4,00', '34.663'], '32,503')
('SU002830кг', ['10,00', '113.249'], '108,449')
('SU002816шт', ['100,00', '474.000'], '1_000,000')
('SU001523кг', ['6,00', '55.790'], '52,478')
('SU001718шт', ['134,00', '396.640'], '804,000')
('SU002928кг', ['10,00', '113.742'], '108,942')
('SU002734шт', ['40,00', '189.600'], '400,000')
('SU001721кг', ['35,00', '327.037'], '307,717')
('SU001720шт', ['67,00', '198.320'], '402,000')
('SU003336шт', ['14,00', '29.008'], '84,000')
('SU002367шт', ['17,00', '38.896'], '102,000')
('SU000125шт', ['17,00', '54.400'], '102,000')
('SU002756кг', ['12,00', '53.378'], '50,546')
('SU002876кг', ['8,00', '36.347'], '34,459')
('SU002847кг', ['20,00', '91.140'], '86,300')
('SU002660шт', ['100,00', '224.800'], '600,000')
('SU002877шт', ['84,00', '188.832'], '504,000')
('SU002848шт', ['117,00', '261.612'], '702,000')
('SU002941кг', ['26,00', '134.065'], '127,045')
('SU002943кг', ['28,00', '142.805'], '135,245')
('SU002945кг', ['24,00', '123.631'], '117,151')
('SU002725кг', ['1,00', '9.281'], '8,741')
('SU002725кг', ['12,00', '110.578'], '103,954')
('SU002842шт', ['84,00', '223.440'], '504,000')
('SU002618шт', ['167,00', '444.220'], '1_002,000')
('SU002686шт', ['59,00', '157.648'], '354,000')
('SU002844шт', ['84,00', '223.440'], '504,000')
('SU002759шт', ['17,00', '45.220'], '102,000')
('SU002758шт', ['17,00', '45.220'], '102,000')
('SU003266шт', ['5,00', '21.200'], '50,000')
('SU003273кг', ['6,00', '71.610'], '68,730')
('SU003271кг', ['10,00', '119.795'], '115,195')
('SU003272шт', ['25,00', '106.250'], '250,000')
('SU002801шт', ['117,00', '309.816'], '702,000')
('SU002799шт', ['167,00', '443.218'], '1_002,000')
('SU002617шт', ['100,00', '224.800'], '600,000')
('SU001051кг', ['3,00', '27.073'], '25,633')
('SU000227кг', ['39,00', '329.461'], '307,933')
('SU001430кг', ['4,00', '33.392'], '31,184')
('SU001921кг', ['11,00', '34.950'], '32,398')
('SU002092шт', ['14,00', '39.340'], '210,000')
('SU001869шт', ['67,00', '188.270'], '1_005,000')
('SU002368шт', ['25,00', '55.000'], '500,000')
('SU002252шт', ['22,00', '45.056'], '132,000')
('SU003167шт', ['300,00', '704.400'], '1_800,000')
('SU003168шт', ['200,00', '472.000'], '1_200,000')
('SU003422кг', ['97,00', '1.548.515'], '1_502,440')
('SU003423кг', ['53,00', '839.030'], '813,855')
('SU003420кг', ['126,00', '2.018.905'], '1_959,055')
('SU003421шт', ['10,00', '52.100'], '100,000')
('SU000126кг', ['20,00', '308.792'], '299,192')
('SU000126кг', ['48,00', '741.168'], '718,128')
('SU000246кг', ['3,00', '25.438'], '23,782')
('SU002287кг', ['7,00', '60.913'], '57,049')
('SU003425кг', ['7,00', '87.750'], '84,390')
('SU002074кг', ['8,00', '68.437'], '64,021')
('SU002614кг', ['17,00', '76.899'], '72,887')
('SU002613кг', ['13,00', '59.081'], '55,935')
('SU002613кг', ['2,00', '9.153'], '8,657')
('SU002538шт', ['42,00', '94.416'], '252,000')
('SU002602шт', ['25,00', '56.050'], '150,000')
('SU002606шт', ['17,00', '38.114'], '102,000')
('SU003035шт', ['50,00', '97.000'], '300,000')
('SU002612кг', ['15,00', '67.231'], '64,231')
('SU002604шт', ['17,00', '38.216'], '102,000')
('SU003279шт', ['3,00', '4.380'], '36,000')
('SU003345шт', ['17,00', '23.120'], '102,000')
('SU003344шт', ['5,00', '6.800'], '30,000')
('SU003342шт', ['17,00', '23.120'], '102,000')
('SU002011кг', ['29,00', '164.741'], '154,301')
('SU002010кг', ['29,00', '163.690'], '153,540')
('SU002634кг', ['20,00', '109.200'], '102,200')
('SU002632шт', ['42,00', '161.280'], '252,000')
('SU002631шт', ['42,00', '161.280'], '252,000')
('SU002035кг', ['39,00', '219.452'], '205,422')
('SU002150кг', ['19,00', '107.080'], '100,430')
('SU002158кг', ['19,00', '107.230'], '100,390')
('SU002151кг', ['20,00', '112.366'], '105,166')
('SU002916шт', ['17,00', '65.280'], '102,000')
('SU002919шт', ['22,00', '84.612'], '132,000')
('SU002918шт', ['42,00', '161.532'], '252,000')
('SU003290кг', ['1,00', '11.240'], '10,760')
('SU003296шт', ['1,00', '4.240'], '10,000')
('SU002974шт', ['1,00', '4.240'], '10,000')
('SU003295шт', ['1,00', '4.240'], '10,000')
('SU002811кг', ['1,00', '11.305'], '10,825')
('SU003298шт', ['1,00', '4.240'], '10,000')
('SU002809кг', ['3,00', '14.304'], '13,560')
('SU002856шт', ['2,00', '3.620'], '12,000')
('SU002655кг', ['126,00', '1.082.789'], '1_013,237')
('SU002970кг', ['3,00', '26.129'], '24,473')
('SU002971кг', ['4,00', '32.821'], '30,661')

