ООО КСК ТРЕЙД Тс215018-24 06.10.2024 Гусейнов 5246кг.pdf
('SU002829кг', ['10,00', '113.575'], '108,775')
('SU002815шт', ['50,00', '237.000'], '500,000')
('SU002828кг', ['3,00', '33.885'], '32,445')
('SU002814шт', ['34,00', '98.600'], '204,000')
('SU003027шт', ['17,00', '33.014'], '102,000')
('SU003029шт', ['14,00', '27.272'], '84,000')
('SU003031шт', ['17,00', '33.014'], '102,000')
('SU002835кг', ['7,00', '56.575'], '52,795')
('SU002830кг', ['10,00', '113.540'], '108,740')
('SU003584шт', ['30,00', '141.300'], '300,000')
('SU001523кг', ['12,00', '110.554'], '103,930')
('SU001718шт', ['50,00', '148.000'], '300,000')
('SU002928кг', ['4,00', '45.044'], '43,124')
('SU001720шт', ['34,00', '98.750'], '204,000')
('SU000125шт', ['10,00', '32.000'], '60,000')
('SU001351кг', ['4,00', '33.625'], '31,465')
('SU001354шт', ['9,00', '29.448'], '54,000')
('SU002847кг', ['8,00', '36.489'], '34,505')
('SU002660шт', ['59,00', '132.632'], '354,000')
('SU002877шт', ['42,00', '94.416'], '252,000')
('SU002848шт', ['59,00', '131.924'], '354,000')
('SU002941кг', ['17,00', '87.276'], '82,686')
('SU002943кг', ['11,00', '56.610'], '53,640')
('SU002945кг', ['10,00', '50.576'], '47,876')
('SU002947кг', ['14,00', '71.845'], '68,065')
('SU002725кг', ['7,00', '63.058'], '59,194')
('SU002842шт', ['17,00', '45.220'], '102,000')
('SU002618шт', ['42,00', '110.460'], '252,000')
('SU002686шт', ['34,00', '90.848'], '204,000')
('SU002844шт', ['34,00', '90.440'], '204,000')
('SU002759шт', ['34,00', '90.440'], '204,000')
('SU002758шт', ['34,00', '90.440'], '204,000')
('SU003273кг', ['4,00', '48.322'], '46,402')
('SU003271кг', ['5,00', '60.151'], '57,751')
('SU003274шт', ['6,00', '25.440'], '60,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU002801шт', ['42,00', '111.216'], '252,000')
('SU002799шт', ['42,00', '111.468'], '252,000')
('SU002617шт', ['42,00', '94.416'], '252,000')
('SU001051кг', ['6,00', '48.141'], '45,261')
('SU000227кг', ['38,00', '331.190'], '310,214')
('SU001430кг', ['4,00', '32.991'], '30,783')
('SU002252шт', ['12,00', '24.576'], '72,000')
('SU003167шт', ['84,00', '197.736'], '504,000')
('SU003168шт', ['34,00', '80.240'], '204,000')
('SU003422кг', ['21,00', '311.899'], '301,819')
('SU003421шт', ['4,00', '20.840'], '40,000')
('SU000126кг', ['21,00', '324.337'], '314,257')
('SU000246кг', ['3,00', '26.413'], '24,793')
('SU002287кг', ['8,00', '66.574'], '62,158')
('SU002614кг', ['10,00', '45.732'], '43,732')
('SU002613кг', ['8,00', '37.365'], '35,477')
('SU002538шт', ['34,00', '76.228'], '204,000')
('SU002606шт', ['39,00', '87.672'], '234,000')
('SU003035шт', ['17,00', '32.980'], '102,000')
('SU003279шт', ['3,00', '4.380'], '36,000')
('SU003342шт', ['5,00', '6.800'], '30,000')
('SU002011кг', ['14,00', '79.370'], '74,330')
('SU002035кг', ['12,00', '67.697'], '63,377')
('SU002150кг', ['10,00', '56.442'], '52,842')
('SU002158кг', ['9,00', '50.613'], '47,373')
('SU002151кг', ['16,00', '90.108'], '84,348')
('SU002808кг', ['3,00', '37.374'], '35,934')
('SU002655кг', ['38,00', '328.708'], '307,732')

ООО КСК ТРЕЙД Тс215308-24 06.10.2024 Гусейнов 6713кг.pdf
('SU002763шт', ['140,00', '235.200'], '840,000')
('SU002914шт', ['10,00', '15.900'], '60,000')
('SU002915шт', ['10,00', '15.900'], '60,000')
('SU002708шт', ['12,00', '89.160'], '96,000')
('SU002838шт', ['24,00', '178.320'], '192,000')
('SU002625шт', ['12,00', '85.320'], '192,000')
('SU002624шт', ['24,00', '178.320'], '192,000')
('SU002798кг', ['90,00', '261.000'], '243,000')
('SU002595кг', ['144,00', '750.672'], '720,000')
('SU002563шт', ['28,00', '106.960'], '336,000')
('SU002568шт', ['14,00', '53.480'], '168,000')
('SU000419шт', ['56,00', '213.920'], '672,000')
('SU002559шт', ['70,00', '267.400'], '840,000')
('SU002626шт', ['36,00', '255.960'], '576,000')
('SU002627шт', ['60,00', '445.800'], '480,000')
('SU002622шт', ['48,00', '341.280'], '768,000')
('SU002623шт', ['108,00', '1.001.160'], '864,000')
('SU002562шт', ['84,00', '270.480'], '1_008,000')
('SU002561шт', ['98,00', '315.560'], '1_176,000')
('SU002565шт', ['12,00', '38.640'], '144,000')
('SU002565шт', ['44,00', '141.680'], '528,000')
('SU000195шт', ['14,00', '45.080'], '168,000')
('SU000197кг', ['36,00', '187.200'], '180,000')
('SU002516шт', ['70,00', '225.400'], '840,000')
('SU002514шт', ['84,00', '270.480'], '1_008,000')
('SU003001шт', ['14,00', '45.080'], '168,000')
('SU002920шт', ['48,00', '279.840'], '384,000')
('SU003077шт', ['12,00', '69.960'], '96,000')
('SU003067шт', ['24,00', '139.920'], '192,000')
('SU002066шт', ['12,00', '89.160'], '96,000')
('SU003291шт', ['12,00', '79.560'], '96,000')
('SU002268шт', ['60,00', '313.800'], '300,000')
('SU003454кг', ['28,00', '108.640'], '103,600')
('SU003434кг', ['24,00', '137.520'], '132,000')

