ООО КСК ТРЕЙД Тс236196-24 02.11.2024 Коваленко 16572кг.pdf
('SU000722кг', ['19,00', '214.140'], '205,020')
('SU001485шт', ['30,00', '126.300'], '300,000')
('SU002829кг', ['65,00', '733.939'], '702,739')
('SU002815шт', ['110,00', '518.100'], '1_100,000')
('SU002828кг', ['15,00', '168.632'], '161,432')
('SU002814шт', ['100,00', '290.000'], '600,000')
('SU002835кг', ['3,00', '23.857'], '22,237')
('SU002830кг', ['24,00', '273.699'], '262,179')
('SU002816шт', ['49,00', '230.790'], '490,000')
('SU001523кг', ['6,00', '54.146'], '50,834')
('SU001718шт', ['84,00', '248.640'], '504,000')
('SU002928кг', ['7,00', '77.507'], '74,147')
('SU002928кг', ['2,00', '23.786'], '22,826')
('SU002734шт', ['90,00', '423.900'], '900,000')
('SU001721кг', ['77,00', '700.766'], '658,262')
('SU001720шт', ['184,00', '544.640'], '1_104,000')
('SU003336шт', ['14,00', '29.008'], '84,000')
('SU002367шт', ['17,00', '38.896'], '102,000')
('SU002983шт', ['50,00', '170.000'], '400,000')
('SU002985шт', ['32,00', '97.792'], '256,000')
('SU002984шт', ['32,00', '92.672'], '256,000')
('SU002756кг', ['24,00', '108.100'], '102,436')
('SU002876кг', ['5,00', '22.877'], '21,637')
('SU002847кг', ['12,00', '54.773'], '51,941')
('SU002660шт', ['67,00', '150.616'], '402,000')
('SU002877шт', ['84,00', '188.832'], '504,000')
('SU002848шт', ['125,00', '279.500'], '750,000')
('SU002941кг', ['38,00', '197.018'], '186,758')
('SU002943кг', ['29,00', '147.524'], '139,694')
('SU002945кг', ['49,00', '248.997'], '235,767')
('SU002947кг', ['32,00', '162.720'], '154,080')
('SU002944шт', ['32,00', '62.144'], '192,000')
('SU002942шт', ['25,00', '48.550'], '150,000')
('SU002946шт', ['34,00', '66.028'], '204,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['37,00', '329.002'], '308,578')
('SU002842шт', ['150,00', '399.000'], '900,000')
('SU002618шт', ['250,00', '653.336'], '1_500,000')
('SU002686шт', ['84,00', '224.448'], '504,000')
('SU002844шт', ['150,00', '399.000'], '900,000')
('SU002759шт', ['29,00', '77.140'], '174,000')
('SU002758шт', ['25,00', '66.500'], '150,000')
('SU003265кг', ['3,00', '36.200'], '34,760')
('SU003273кг', ['4,00', '48.293'], '46,373')
('SU003271кг', ['8,00', '96.423'], '92,583')
('SU003271кг', ['2,00', '24.015'], '23,055')
('SU003274шт', ['8,00', '33.680'], '80,000')
('SU003272шт', ['8,00', '33.680'], '80,000')
('SU002801шт', ['100,00', '264.800'], '600,000')
('SU002799шт', ['125,00', '331.750'], '750,000')
('SU002617шт', ['117,00', '263.016'], '702,000')
('SU001051кг', ['11,00', '93.344'], '87,272')
('SU000227кг', ['65,00', '548.172'], '512,292')
('SU001430кг', ['6,00', '48.353'], '45,041')
('SU002092шт', ['7,00', '19.670'], '105,000')
('SU001869шт', ['29,00', '81.490'], '435,000')
('SU002252шт', ['17,00', '34.816'], '102,000')
('SU003167шт', ['317,00', '744.316'], '1_902,000')
('SU003168шт', ['134,00', '316.240'], '804,000')
('SU003422кг', ['36,00', '539.048'], '521,768')
('SU003423кг', ['36,00', '533.374'], '516,094')
('SU003420кг', ['67,00', '1.051.017'], '1_018,857')
('SU000126кг', ['35,00', '540.913'], '524,113')
('SU000246кг', ['25,00', '219.881'], '206,081')
('SU002287кг', ['13,00', '110.358'], '103,182')
('SU003425кг', ['7,00', '88.154'], '84,794')
('SU002614кг', ['10,00', '45.519'], '43,159')
('SU002613кг', ['12,00', '54.939'], '52,107')
('SU002538шт', ['25,00', '56.050'], '150,000')
('SU002602шт', ['5,00', '11.210'], '30,000')
('SU002606шт', ['42,00', '94.164'], '252,000')
('SU003277шт', ['4,00', '5.360'], '80,000')
('SU002604шт', ['4,00', '8.968'], '24,000')
('SU003314шт', ['2,00', '6.360'], '40,000')
('SU003345шт', ['14,00', '19.040'], '84,000')
('SU003342шт', ['20,00', '27.200'], '120,000')
('SU002011кг', ['20,00', '111.948'], '104,748')
('SU002010кг', ['49,00', '276.060'], '258,420')
('SU002634кг', ['13,00', '71.029'], '66,349')
('SU002632шт', ['25,00', '95.250'], '150,000')
('SU002631шт', ['50,00', '190.500'], '300,000')
('SU002035кг', ['29,00', '164.998'], '154,558')
('SU002150кг', ['20,00', '113.029'], '105,829')
('SU002158кг', ['17,00', '95.984'], '89,864')
('SU002151кг', ['40,00', '225.728'], '211,328')
('SU002916шт', ['6,00', '30.240'], '48,000')
('SU002918шт', ['15,00', '75.150'], '120,000')
('SU003687кг', ['8,00', '63.440'], '59,216')
('SU002808кг', ['5,00', '62.478'], '60,078')
('SU002655кг', ['76,00', '664.405'], '622,453')

