ООО НВ Тс210395-24 28.09.2024 Решетников 3267кг.pdf
('SU000152шт', ['15,00', '41.700'], '90,000')
('SU003313шт', ['5,00', '10.360'], '30,000')
('SU002814шт', ['25,00', '72.500'], '150,000')
('SU003288шт', ['5,00', '10.360'], '30,000')
('SU002825шт', ['5,00', '10.330'], '30,000')
('SU002834шт', ['60,00', '159.600'], '360,000')
('SU002658шт', ['47,00', '141.282'], '282,000')
('SU003336шт', ['5,00', '10.360'], '30,000')
('SU000665шт', ['8,00', '23.584'], '64,000')
('SU001527шт', ['43,00', '142.244'], '258,000')
('SU002618шт', ['34,00', '90.440'], '204,000')
('SU002621шт', ['25,00', '66.500'], '150,000')
('SU002686шт', ['17,00', '45.424'], '102,000')
('SU003274шт', ['29,00', '122.960'], '290,000')
('SU003508шт', ['36,00', '139.680'], '360,000')
('SU003272шт', ['28,00', '117.880'], '280,000')
('SU002802шт', ['31,00', '111.870'], '124,000')
('SU002801шт', ['35,00', '92.680'], '210,000')
('SU002800шт', ['69,00', '246.330'], '276,000')
('SU002092шт', ['21,00', '59.010'], '315,000')
('SU002252шт', ['52,00', '106.496'], '312,000')
('SU003167шт', ['42,00', '98.868'], '252,000')
('SU003168шт', ['42,00', '99.120'], '252,000')
('SU003421шт', ['35,00', '182.350'], '350,000')
('SU002027шт', ['24,00', '101.760'], '240,000')
('SU002287кг', ['30,00', '254.037'], '237,477')
('SU002205шт', ['61,00', '161.528'], '366,000')
('SU002477шт', ['15,00', '43.500'], '90,000')
('SU002538шт', ['15,00', '33.720'], '90,000')
('SU002602шт', ['21,00', '47.082'], '126,000')
('SU002606шт', ['30,00', '67.260'], '180,000')
('SU002603шт', ['30,00', '67.440'], '180,000')
('SU002285шт', ['79,00', '209.034'], '316,000')
('SU002557шт', ['43,00', '96.578'], '258,000')
('SU002631шт', ['68,00', '261.120'], '408,000')

ООО НВ Тс210379-24 28.09.2024 Решетников 14260кг.pdf
('SU000722кг', ['16,00', '180.140'], '172,780')
('SU002829кг', ['4,00', '46.385'], '44,485')
('SU003585шт', ['5,00', '21.050'], '50,000')
('SU002828кг', ['8,00', '90.304'], '86,464')
('SU003029шт', ['22,00', '42.856'], '132,000')
('SU003031шт', ['22,00', '42.724'], '132,000')
('SU002830кг', ['29,00', '330.768'], '316,848')
('SU003584шт', ['4,00', '18.840'], '40,000')
('SU001523кг', ['8,00', '46.412'], '43,148')
('SU001523кг', ['15,00', '137.526'], '129,246')
('SU001718шт', ['22,00', '65.120'], '132,000')
('SU002928кг', ['15,00', '169.431'], '162,231')
('SU001721кг', ['10,00', '86.698'], '81,178')
('SU001721кг', ['71,00', '667.454'], '628,262')
('SU001720шт', ['506,00', '1.497.760'], '3_036,000')
('SU002756кг', ['16,00', '71.482'], '67,514')
('SU002660шт', ['5,00', '11.240'], '30,000')
('SU002848шт', ['28,00', '62.608'], '168,000')
('SU002941кг', ['21,00', '106.688'], '101,018')
('SU002943кг', ['24,00', '123.035'], '116,555')
('SU002725кг', ['34,00', '309.312'], '290,544')
('SU002842шт', ['70,00', '186.200'], '420,000')
('SU002618шт', ['145,00', '385.700'], '870,000')
('SU002621шт', ['10,00', '26.660'], '60,000')
('SU002621шт', ['137,00', '364.420'], '822,000')
('SU002686шт', ['30,00', '80.160'], '180,000')
('SU002844шт', ['41,00', '109.060'], '246,000')
('SU002759шт', ['3,00', '7.980'], '18,000')
('SU002758шт', ['7,00', '18.620'], '42,000')
('SU003266шт', ['2,00', '8.480'], '20,000')
('SU002801шт', ['43,00', '113.864'], '258,000')
('SU002799шт', ['94,00', '249.476'], '564,000')
('SU000227кг', ['82,00', '705.240'], '659,976')
('SU002092шт', ['1,00', '2.810'], '15,000')
('SU002252шт', ['4,00', '8.192'], '24,000')
('SU003422кг', ['211,00', '3.403.420'], '3_303,195')
('SU003423кг', ['20,00', '317.930'], '308,430')
('SU003420кг', ['48,00', '738.450'], '715,410')
('SU003420кг', ['96,00', '1.545.730'], '1_500,130')
('SU000126кг', ['57,00', '894.039'], '866,679')
('SU002074кг', ['85,00', '718.284'], '671,364')
('SU002614кг', ['9,00', '40.662'], '38,538')
('SU002613кг', ['12,00', '54.215'], '51,341')
('SU002613кг', ['3,00', '13.371'], '12,627')
('SU002011кг', ['38,00', '215.715'], '202,035')
('SU002035кг', ['34,00', '191.620'], '179,720')
('SU002150кг', ['67,00', '375.320'], '351,870')
('SU002151кг', ['26,00', '146.006'], '136,646')

ООО НВ Тс210395-24 28.09.2024 Решетников 3267кг.pdf
('SU000152шт', ['15,00', '41.700'], '90,000')
('SU003313шт', ['5,00', '10.360'], '30,000')
('SU002814шт', ['25,00', '72.500'], '150,000')
('SU003288шт', ['5,00', '10.360'], '30,000')
('SU002825шт', ['5,00', '10.330'], '30,000')
('SU002834шт', ['60,00', '159.600'], '360,000')
('SU002658шт', ['47,00', '141.282'], '282,000')
('SU003336шт', ['5,00', '10.360'], '30,000')
