ООО КСК ТРЕЙД Тс163583-24 04.08.2024 Баженов 17139кг.pdf
('SU000722кг', ['7,00', '84.173'], '80,813')
('SU001485шт', ['50,00', '212.000'], '500,000')
('SU002829кг', ['19,00', '221.905'], '212,880')
('SU002815шт', ['70,00', '329.700'], '700,000')
('SU002814шт', ['84,00', '243.600'], '504,000')
('SU002835кг', ['5,00', '44.223'], '41,523')
('SU002835кг', ['4,00', '38.020'], '35,860')
('SU002830кг', ['28,00', '321.743'], '308,303')
('SU003584шт', ['50,00', '235.500'], '500,000')
('SU001523кг', ['18,00', '168.937'], '159,001')
('SU001718шт', ['200,00', '592.000'], '1_200,000')
('SU002928кг', ['6,00', '71.416'], '68,536')
('SU003582шт', ['140,00', '663.600'], '1_400,000')
('SU001721кг', ['56,00', '488.705'], '457,793')
('SU001721кг', ['6,00', '56.650'], '53,338')
('SU001720шт', ['184,00', '544.640'], '1_104,000')
('SU003336шт', ['10,00', '20.720'], '60,000')
('SU002367шт', ['7,00', '16.016'], '42,000')
('SU000125шт', ['7,00', '22.400'], '42,000')
('SU001351кг', ['3,00', '27.126'], '25,506')
('SU001354шт', ['25,00', '81.800'], '150,000')
('SU002756кг', ['8,00', '36.359'], '34,423')
('SU002876кг', ['12,00', '54.910'], '51,934')
('SU002847кг', ['15,00', '67.742'], '64,022')
('SU002660шт', ['84,00', '188.832'], '504,000')
('SU002877шт', ['84,00', '188.832'], '504,000')
('SU002848шт', ['117,00', '261.612'], '702,000')
('SU002941кг', ['28,00', '145.015'], '137,455')
('SU002943кг', ['5,00', '25.519'], '24,169')
('SU002945кг', ['32,00', '162.969'], '154,329')
('SU002947кг', ['17,00', '87.851'], '83,261')
('SU002725кг', ['15,00', '138.443'], '130,163')
('SU002842шт', ['150,00', '399.000'], '900,000')
('SU002618шт', ['234,00', '622.440'], '1_404,000')
('SU002686шт', ['44,00', '117.568'], '264,000')
('SU002844шт', ['117,00', '311.220'], '702,000')
('SU002759шт', ['17,00', '45.220'], '102,000')
('SU002758шт', ['30,00', '79.800'], '180,000')
('SU003266шт', ['3,00', '12.720'], '30,000')
('SU003273кг', ['8,00', '88.795'], '84,995')
('SU003271кг', ['8,00', '96.185'], '92,345')
('SU003274шт', ['8,00', '33.920'], '80,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU002801шт', ['84,00', '222.432'], '504,000')
('SU002799шт', ['117,00', '310.518'], '702,000')
('SU002617шт', ['117,00', '263.016'], '702,000')
('SU001051кг', ['10,00', '86.737'], '81,937')
('SU000227кг', ['39,00', '329.724'], '308,196')
('SU002841шт', ['25,00', '55.000'], '500,000')
('SU002368шт', ['50,00', '110.000'], '1_000,000')
('SU002252шт', ['22,00', '45.056'], '132,000')
('SU003167шт', ['300,00', '704.400'], '1_800,000')
('SU003168шт', ['184,00', '434.240'], '1_104,000')
('SU003420кг', ['103,00', '1.654.555'], '1_605,630')
('SU003422кг', ['77,00', '1.239.760'], '1_203,185')
('SU003423кг', ['72,00', '1.146.995'], '1_112,795')
('SU003421шт', ['4,00', '20.840'], '40,000')
('SU000126кг', ['68,00', '1.051.740'], '1_018,940')
('SU000246кг', ['8,00', '68.296'], '63,880')
('SU002287кг', ['12,00', '104.251'], '97,627')
('SU002074кг', ['8,00', '69.253'], '64,837')
('SU002613кг', ['8,00', '36.754'], '34,770')
('SU003035шт', ['117,00', '226.980'], '702,000')
('SU002538шт', ['25,00', '56.200'], '150,000')
('SU002602шт', ['14,00', '31.388'], '84,000')
('SU002606шт', ['44,00', '98.648'], '264,000')
('SU002606шт', ['6,00', '13.488'], '36,000')
('SU003277шт', ['15,00', '20.100'], '300,000')
('SU003278шт', ['8,00', '10.720'], '160,000')
('SU002612кг', ['5,00', '22.332'], '20,972')
('SU002604шт', ['7,00', '15.694'], '42,000')
('SU003280шт', ['5,00', '6.700'], '100,000')
('SU003279шт', ['5,00', '7.300'], '60,000')
('SU003314шт', ['3,00', '9.540'], '60,000')
('SU003345шт', ['5,00', '6.800'], '30,000')
('SU003344шт', ['5,00', '6.800'], '30,000')
('SU003342шт', ['25,00', '34.000'], '150,000')
('SU002011кг', ['11,00', '61.397'], '57,437')
('SU002634кг', ['13,00', '70.980'], '66,430')
('SU002010кг', ['38,00', '214.560'], '201,260')
('SU002632шт', ['10,00', '38.400'], '60,000')
('SU002631шт', ['50,00', '192.000'], '300,000')
('SU002035кг', ['10,00', '56.370'], '52,870')
('SU002150кг', ['6,00', '33.800'], '31,700')
('SU002158кг', ['18,00', '101.614'], '95,134')
('SU002151кг', ['39,00', '219.931'], '205,891')
('SU002916шт', ['17,00', '65.280'], '102,000')
('SU002918шт', ['29,00', '110.490'], '174,000')
('SU002655кг', ['98,00', '859.758'], '805,662')

